name,address,score,reviews count,province,category,price,discount,description images,latitude,longitude
Samatha Apartment Hotel,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,415.426 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/gc2QIOIeeZTCNBqDAGMCTBoMPbWwxNtnwxpTB5m1cRmeZT5mpP42REtszS8knN4dkkMif8OI6hLkYU1MbREFN2tus2k_VhDaJVXdxLbuvpLZ2IFXaN_0Pcv7bYXlUhYrZwAFHj-Jj1aq_-lblbltZ16zzUa7_w, lh4.googleusercontent.com/proxy/89bsqTfwygNcnxGw2ngjq6G_bl5gVbOwPzmx_EDZkHf2M-QMwNyV4gvH-UejIKxIRD9GR-vZHjZ9ne74p1MFiBRvSXmC1JXhpGUzryXzlh1N3k-oDvfFkQMuHitL4nfkOeMpE8BiClemljBUuULV6te1Q1I2CQ, lh5.googleusercontent.com/proxy/O10jc7oP6aUaVCyV13qBnlB07fXATzgaGXoJght_lAXPaa8A7nr8PfeBSs6NUs7EP_Dp4C-qt0WNIA28_KSUDvjPJ9M5t7C1hM0PKCtwftCp3gIYfqZ8JZTfBVXfVsmYvse2ADJKOgBpbCdguzzWaJf6kQhIPA, ",16.05303,108.24510
LH APARTMENT DA NANG,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,670.703 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/HiAYlF9YkQT6l6-9dbVxLDcKo3_CIdt2nn4YMSTwagb7mVvE8VEFc_jwd38BVvRx7Ye5NuIBqKBrBITVArBd0a8jfu639sXe99BsEnLygx71siiDMz0UD1HY69PMy6DZeHNeQTCsBgbj-I4TZMxOU9K70Ka5R14, lh3.googleusercontent.com/proxy/1sBWNvmbWuxp1zvu_5eAGZB79ry7KruYgZZeeXRZifCeLd6f9dS58SG3xfjfERY7RjVg7NJidBX1HVxQkyH4Tin6D35ZUDni55oXA3vG8R_g9fCHtDAecuajDNGrihev5cNYbnZa8i-HUWtMTBLhS5lgxQGB-Q, lh4.googleusercontent.com/proxy/XzchW4f52EdjDENmpXMi3TaJorhIDWzEoVNUOFjKZbDi4D-22kX_GrOLjswUfi36HSwHNDvUITk9BSDoqMJHUTz2UDXwRKHyG17eblTh24GvgtuS0zG6PhCc74EYFwArarzkUi4I9pIHCF0HS2JmOQHclUHf_K0, ",16.05505,108.23890
Nhà bình Homestay - Queen Room with Balcony,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,595.815 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/a352aq-m3tzUInUfcp4O0zmKxjbgAL6z_iSWvofG4H5rNkB9ANPR67jDQky7H1xTHTcOiaOU_6-TOznmJqStwa3YQ4Q6hRWwY5g52i5SyIi74uJmOKZryOft71t7G5S5hGUmibASVtPnSOrObQe7n9s9Pb5d1so, lh3.googleusercontent.com/proxy/xkt6XoULUEM6HYRsBXvNJ00F8IHeb6FGDaiNmiwlzjIyNnTRX1A8Akt_p8u1u5HxFuzuXSp1bRb9I2kOyxPwP5yEI6nUjx3rnsi4xEI7tRnKBxYgvnmd2qBbLn3H6G8EBZhmpXIuJ-vBiIfn8XRQF2N7W3tIvg, lh4.googleusercontent.com/proxy/MXaQ8hLlcXjjOUBJe89jDxAxSbPdfsF09zajA-wdm55JAiGlz_9l_jc2twxMWvMBrp3CNC0HAgqqoTaaS345QkNrfVy5hBpOVOTx5dzXimZk-SLG5yRsBH1jfcLcXS3BsuPRF3ZZ1FIKyUH3X4QY270oaTSzxg, ",16.06964,108.23381
Bao Tran Homestay,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,303.347 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/HKXavdIAouFluL0Ucph9yDhZwfb-nJUx3rDgKcsTfdHpJJjZKclt3OLYVg3aIQ9acop4YvN6ZB_-rV4ORxGuOhDJ7Gn2gJYG6dWbMjtDzkWreMYVdOF8fdwvZQ8FpV6-EJxgECS_Xzhsq-4gmsg7v4CAhk4-aQ, lh6.googleusercontent.com/proxy/67hm5G42Trc0_PSHtuXYWHxCC4NVXcgdFdOMwss3M6QI4zYJ4mezdnxEqwTCoaBSJtO94-itRwjFWULNz45l_3lTrHs4WTpI4GEadF4usgO7EgygZaGOiWMWFNd-SSxMQCQt1pqvmVrjqbZuHM430ejeFjlRUA, lh5.googleusercontent.com/proxy/H33wEwJrRLZbNx0sKYGZoN-7h3qgwWHbBHYjO9swhfAda54Ho4uV9_bCbeyZVPgOwqOQkcMpYXW8z7jpvqfsr3dFvpsnf6SgZ6s98UqVTwpuM9HGSWPDejmWnZYUCuMMUMoOp-pB99sYKGbTcpRWr3S-xJJhfKs, ",16.06381,108.23099
Citypoint Apartment,"Đà Nẵng, Việt Nam","4,2",0,Đà Nẵng,Homestay,1.200.232 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/jxj184COqhPhf31cxzO0FpV1Pnwukjf9w4XdnMvWPif5ha764JaU6Yv3Y4jtPBsCVYzHDr25lTDqE15PY3EzPPibZzHrfh6SFvg2lPaBwY77AaM5ioMerjZW9-8su2mve0cRgzsj62nEHyax2Dw8YKFxlWZf5g, lh6.googleusercontent.com/proxy/jHyimq6gcAXQSBJIol8HxwA3zGS0700i7MhnPlAfiXqrr47ZRj_MFMAlEpapBdOHS15tVQPViSZRCAJqnuPfwXiEr4CP21m95vaRBb5agQtZyVvhqllR1ZTxE2CkJ5vwpUz5xrAs_cNm3T212bpVk-ejZq6RMEc, lh5.googleusercontent.com/proxy/8_ZbMAGXnn4JXsyPje8pkKYkgf8SAX15rfxEPAfiP4u0EEzCM3JNc1cdC3JVHIsJZfi5YBjprmNu4fQwKCHVS4oKALjKhoYo_P5ZbYaM3t17dNOza34ugnhLVa41SPnO7EWzl0J3sKOe0OyJeP0G81IZMYSObw, ",16.06254,108.22244
Sanayen Villa Residences - Deluxe Room (2 Adults + 1 Child),"Đà Nẵng, Việt Nam","4,4",0,Đà Nẵng,Homestay,480.953 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/6gTBQNwU0nCZGv7pu_bAZPLMDZcRoxpjOIKGWCJwYE1djQ32Y4tFVqSImx42ZmzUikoR4zRoRezANNh7zHR2o0QTcxSfYc4xXKJP1Y3mUeEthH-ThQe8J4I94ZJSy76pyHQkR9g-I4IjFVtVDGPCX5HTpIYcaiI, lh6.googleusercontent.com/proxy/_7V6YILItdTFXZOVku6SEXpC40DwPzvQUs1cy0AzKz3LbWOemrIH7JqMWRl70vEOhs63qwyTnEKYHZVO79FQiuihhKHo_pluuAGYb0K_gYNR35Eqjft3LlPxQ_HRfBiJ64KAmr7Y19n4U-K2KmOiWXgcftD5gg, lh6.googleusercontent.com/proxy/X8xQ7qeCh2tKtMK5Xp07cO-91uhFX6fRUtazaP4Km0vqZA66IqVxN_pCMXNIr_pw7wHtVGQj3HUApfzv0bZBus8QbtOYcIbb1aNc_5gfV3ZSMrD-J3J8ycOVbw8YQwmsRSDv_nBtm4ax_GyulHBS0xpI3rOjVg, ",16.07726,108.24420
Kara Beachside Guesthouse - Standard Double Room,"Đà Nẵng, Việt Nam","3,9",0,Đà Nẵng,Homestay,250.217 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/r3b7Kq_dAe9l-n2EfCgDw9o3Fjv9Xbuf3PDl0KsbKyRCRPCUcqNgBn3K_4nn2Oq2m0F9krZi-MdSGISrcXuzpgrPngBP-bUylx8bMHiGbg4ygqWYMBloB6OSzZhzZCa7sz1YW0RntSyX5XCCsBcxzexZOone_v8, lh6.googleusercontent.com/proxy/aydLrkHBT8Jg0SZWDW-8hh7ypRVp92rtxX283L1BzLeiu7GFtqEjb0qSdSrTHbHxwFLaD1DkzlNUXfvGs8XVyZalPMuJc_eGCOSOoG0lV9tk6sVoW7V4Z96uCaa6OjcqzxUbUokWiW10lwZzu83wI-jmyUHbao8, lh6.googleusercontent.com/proxy/BRPSlPwHRsPvhxC9tk_BMghMvP1DnzSwGsMUHTsNDSObsNEQVDncdrRIbAwDjPx65As0bclrl0rpbQsdStLFB2bHt8y6Y1RofrdYYY2i7yXYGBTWrZClpd93_g1SnjEgAsU88cgcAi6OcRzQj_T29nZK50IeUaI, ",16.04457,108.24672
My Suites Danang Beach,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,559.383 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/Ubmtdu7t1Lp610OadByGoUYLvNxzUMTyisrpYlYRn4Mf57uWLOmm5MbrF5IpCU8-nixnHSZkUNhQ874Q4laPLMR6oeNX7CfBsJD1kgYMw4cf0xgj3SYBMUw4o1_BdfefPAH9F2zBkeKa7xDCJMe5PUofBvhWbtA, lh4.googleusercontent.com/proxy/goArZE9lnq2DjgsABMKtsYOD0U6nd66I6M138sX0RwVD6ka1zSkf30dSSurd0AaaC3kH02xr2-d5D-lNQ4iki8GuBih0z7zqFsb0OwxtZ9Mgx9hbTVJuS2Lg6A-6X_IwlUJ3BbhSIbWiLBO1F-khePJJI-YkPg, lh6.googleusercontent.com/proxy/0mLxHCYPNsUPuzOC_Nt2xTnogkCnWmNL-x39RcZvEdP8ZZ19KvkWvOjxy7HmE4PEt_nICF0KpgtXyl9B4lb8a8mydGNtWl1VDuvIp73o8uyrAGHH-u6L_rlZRBvrLX3CZ-lat4zV24UIZaVKpK32k5vS7ur9pQ, ",16.06681,108.24362
NALINI Hotel Apartment,"Đà Nẵng, Việt Nam",Chưa xét,0,Đà Nẵng,Homestay,370.012 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/vmRcyBNhzNHFaFdOuMnVsSe8AEF3QUATsqbHiJMBbCPPqcZ9WIOPvdtYkijsbj39rpTSrYYIX652dNqsSXty-597dAUJdYXtYa5lc-c-F4SrXs1syfRpCvrsRATk_JZDLZYzOHpdnY93NercWqloJ9g-02cEsAI, lh3.googleusercontent.com/proxy/eqoYyv0X0VC9_OmxTwmAJRQUp1k_49FhEVXKBcn7Xttbl11QUYATbXCS1Y_7ZR_bXrDT3-Z3mxroWQpYth_uKyNS3gZraV-Eipcnf66sPzm_yRbdwgoNaTs2q87JGF9MUe9SlclyAplSKYkJpVEoOekH9cwdr-4, lh6.googleusercontent.com/proxy/evaz1w_bc00AmsWpEMn_wbV5fjnSmzqZKpS0-2q0WrwIl1diZT8YTkDizTkBfn63gUXtLt4qAH1dGlb_a3Wui4vRBxxwbHY2rZMZ7oUeIiYAjPXTZ_psFDWZZ3ZAcYS5dOCBOSzGKPHPoMjKMY6AlVOxZLw5mA, ",16.04924,108.24787
Stop and Go Boutique Homestay Hue,"Thành phố Huế, Việt Nam","4,8",0,Thừa Thiên Huế,Homestay,430.353 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/DJgu-V9oOVbx96wweJyGdMRX4xCS5aFPT4lqT3ggzRd9cunmIFoKZ8oQNWoEE_O0eSvyEHlGlJJ6TLQXuwsjwEEjqYi3EE5rMdj0c5DRZ1dCCKvPtp3lp0HqJ1WLnmM60pcSrQHGv7Ke7cuKhWo9q7nmJgxW5-8, lh4.googleusercontent.com/proxy/otiigy-TDKIGi3pAbi6gPnj28JlE6X1yanl4Px8hDF33V7Bmm3GhKUFTE0ZvUgk1kmgymZvz-3ZmnS--v-GYzt3bpWVSWrQlQF2rzysFXKN13badh04gAUTFhYmXYWN_mV6WloGCOO6H9Q5lUI87Ib-3R-1bqQ, lh5.googleusercontent.com/proxy/FKfOlSPDLHGiW1Cz6kbmvb-YAhlpBzUb0jUw3_hOv2v6z5A4EbYhrNXqkp5nfflhPtIXQoB0IZKyGgoy2f_9-_QipQwqz0iW2rdDBWVUoaUhv7PrZiFB1BrPI3o9SkCyNvgCkBWfSLAwrrY2Hc3NY_8n5-9J9w, ",16.46928,107.59699
The Purple Hue Homestay,"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,580.000 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/3F5VJ1ArcRfLKDtb-YjvEm8yQSoe3T51Oia-ucvG5v88XdIQ2vjuoxcpjiEH7-Nk0hvoGDOF6QaFoQsztAtm7eomW6kfE82HTAT2NVJ3Uc9C28JVx9toUwJufGayGtK1NH-N7EZ0kbb5fRiXyVgvy4dpwzUMJg, lh5.googleusercontent.com/proxy/_6EpKoBa47Jk-9iIqvHRJH2V53rc9hWCK-Q-SCqpSTgXN7m6pZwMetI3mK8Feey2n7ewB7fNgILaj4MnSBCdEYB-vLDxihxHYzEfF1OnlJWHCq2_P7sas5jY5NC9UMewD8olOAaJvNpnHxzyCfzGviHcrVFW-fo, lh5.googleusercontent.com/proxy/DAlaVWl_0vYmsSz4kdU0HgOGEf94dk2qboRNk6H1vp0mZLD1gsVU-q7p_tf1F6oCprG5z9hzn5rphwoEwYjtmR-NvxwXlSyLVVfD3FVSx2wzfJ1W2_-EJwtghveXTbIXKU4p9peazXJlMi8AQV8M7DUoKW0Jww, ",16.46579,107.57010
Sahi Homestay Retreat,"Thành phố Huế, Việt Nam","4,5",0,Thừa Thiên Huế,Homestay,988.218 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/pVF6cr69I6745NbQHeckxXvRH1egu05SiHBIMsHDqOj9giSOBRQBs6G_FZHUX_zQBjPmNXMzVhpiumniBgE1mN8hJKfnEegbe-OJ2hEf3KeyKzrjnB2UEcTsY1Bjb6FVZ9927G-q8AVh6VZ3L6dX2zHKrxDVges, lh4.googleusercontent.com/proxy/mcPrg6-Z1rN32E9XonUh38BgOu8kBqvxoV0E-WZjRE05wXc41gotHNeen6DwL0cLEoyo_b8eLPVsCzr80HSRnHiaIVpSMkLaN-GhVVffysx9Ul3IpePRqDu65GV8SofK5_mBh0uoF83WrnOwSzKPdmagKXwKQAg, lh3.googleusercontent.com/proxy/BQBZOiQRail6GNRsKADEjPJkOH4GjYcjfzVITuFQu8AQtEhNCsK0MBfjcmfEXuZL6dPphOnt_Ka-9sL7TtOgFRfdcnCZg_FYGrhUmnbLyse4AKxaRifIBkWtwg5Acz2okS9jM362no7TvTz-vzatzGZoBdsPaqY, ",16.45263,107.56503
Timothy House Hue,"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,1.137.500 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/Yw6dK0WL6VN-ERHD__OMISfYG8BlZHcZrt3IczImUyt9KIBMuUrrT_KlD38fjaru6dUwjZ8BoZujTt_Ki_T8yomDZhh7uPmVzvmP0ITUd8RztPnIG2dZipAppJXniT8I9hR0Ys0nwjd0eguRN5EHpp1CxCJO83M, lh3.googleusercontent.com/proxy/IzVKiXicv_IILXrQCbVOxKNqi1Wo8MOv7rhHXPqlu5SZOUOQHWlpsXg45K-9gVZomIwHy-V7whs2vJl9zT9506RCrsJt5WNqqxn2Apspdxs23S7n2mgUgK06qwgKNmP4zrjx0EFsqiRsgwxvTGvEaMIZmNOz-qQ, lh6.googleusercontent.com/proxy/TIW5OARFlu3p8Rm1tkeGPSN2rBrjylpi98cgHLc_FZC0fWKkwNNHB9Ag3vQtGNDMpRKpdcayMJ6Lc7oLzU9Bs69XaH0KfHTtuxhb_V65kudf9ql9r3ufyPdkgjXEM8ytd_KgpJeICgc5xohUvMWxPNh3UJT2crw, ",16.49250,107.57840
Canary Homestay,"Thành phố Huế, Việt Nam","5,0",0,Thừa Thiên Huế,Homestay,276.276 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/WxEcd8hNV5O7PyQ1ERa4LeOqQJbMmwDeMjUa1V7i59VvXvZ8UYX6REx9bvtGUvrGT6lcbwDUOwjZ8i88aoGW9ciLSA_X6rDOwBzjTbz76LO36n2NOrt6aXI1vPLU6S3RVr-IAw4GpYm8fzLsaUSOaXSyM-hGFUY, lh4.googleusercontent.com/proxy/__yrl3OHLwJQXQLa5Pqfc_446K9AawaQbjRM4hCI4tNceajBie2WpGd98jGp3O0FLnjJjOBWu0KnPsdqhb_cOcHyRTcTcb83QJiPXPQaPrKYycAZVvhhA1t3m7Yp-yJtZRF8MxrlU_jizk7hmHQMcZOYXlyasQ, lh6.googleusercontent.com/proxy/mwbTFJntk_Edn6DaW8J2peYeESl0EqHz5EaXxG2oEU71B7FOw0tD8GRU5DypooObLA2HiqRIuqyuVWS8lfA6NpekOlR1j00Yf8MyIeoJCrabxTdiomf2Enq4IG9KcF7b9nfPF8--y_0NBWg1nnesa03dFc_FwkU, ",16.46010,107.58995
Standard King Room(02 people),"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,480.700 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/QBEiZTQPcRtEnfUydEuCNEHK5k9NPpyM3CcPJ7wDMhXsUIFPm7XCU4IOjtM39IF5GnnnruiQA0659jSbBvxZsDYZeGsGNXah5Zn5z7Z3OK8snfI4LVlIVJUvmDcz0mjyA3P5lI4t8JOSRZ3fuacyIuNbnX7wHQA, lh4.googleusercontent.com/proxy/Lm8BpqMVeQ-C6IB8z4sMigcuRn5usyYTB4ADAnt0AMbKBArmaDj_KTOHbSMPU_HUvtMl6bGwKZ-pbjwUqneJ5nQ_d2-GjfoxUq6adfYmdWeK22eHTQkby1ll3cawnplXrejfMmxstF-apPGSmVEGAFef_IfzY7s, lh3.googleusercontent.com/proxy/FJa625KAR_BdpLrAPBNJNzzGUxOS-ZouohWKIfWTcp42bi9WaReS8_9mt5r7YQihKLMgtFO_npm6CvgNNhYQboj_3Cmy_MCw6ljsiPpVHhUGTDGU5nmIj9KQlpKPRpE2QrMOaMezdP7r1FFkQfkNl4iX_tqfEQ, ",16.44222,107.57665
Homestay Mộc Nhi,"Thị xã Hương Thủy, Việt Nam","4,8",0,Thừa Thiên Huế,Homestay,700.000 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/kcs6OPoVBcvjuL42sw9ILA6qGDXaE0tKDFgfoknGZZJfkMDw0fmBUhaf1WUX8MpgA9lhHeR-FkNfdMR_j-SbEhlX9TQpNoPNMEy5l11pW66xz7nT1DuYIqa6Ie-HG4v78DzoJOThkOBjKld4v25FWZSIAy4Ekw, lh4.googleusercontent.com/proxy/Sk20stQ3XmzwOkGidsw4YvzMTP9L7G2PxetkdX5yp9bEkqe6n7rzKQaMchF-u8FsUXdlMSYnU3p-cJV9UjAi1lZtME7kPfLmqSxRNdmJ2Pg787bf9h_aJfM9BH3byCcjjSQgdEnF6pv3JZgk-cvPMVcIZ8kMSw, lh6.googleusercontent.com/proxy/sIrjRaIRFc-ZIgjmzI-Ykr03FHqfdrUlFIQF4EZ26yMTbhZ1prlOL_8wSFSfUvgzDqkCjE5ZGUgNNMejZZL3Gek05-fDTY8admtFU7ugdst0MvqJ4VyG2CTTe_7qcpxCxmOCDmkjFEeep7fraqgVlvy4A8KsUWM, ",16.44720,107.62013
L’amour homestay n cafe,"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,375.958 ₫,Không có giảm giá,"lh6.googleusercontent.com/proxy/dPP2HdoLq1uHR2WWzxOb4koetm_q-J8Gxvm10KvEKFpZdX6lN7Ycp6KXMa73AURFcAk4xiI7ZzFordTVPumG2cu2GbtLr6m_XaVqMLQMmU5Y0tPbXc-sicRRuwRsxyAb0SH4eHqXX71uOXbxJFpma0dJk0pSxw, lh6.googleusercontent.com/proxy/ioS4N_w-KypEcI6S1RAwJR2VGehYZ-jNnJDr6rn9McXGvKYLjlDwklQTfMdzSTrwBT7_AURlcC2vCDhpA258GP9CD-TCzXQWiG3MFtEbKz1G_mA5HidD93Sc_xFWPMjzn0CqumLm4QXFhPJwjgSuVENF7vhHJw, lh5.googleusercontent.com/proxy/uRY0705SgSyw0cm2za8mz4XJb-adWw6HeuNLzSDrq38hvItSdrcBlbHwgTKrRbqAOBVMZeFMmNpcaXZQW1Ka3UdqgcZUcLiCnku5jCH2hNfFBdhPmhQLyQJp1_5V9UaODEGqpLvkSBlvgibY5XwEzgRNZmDaeg, ",16.45747,107.58265
"4 guests, 2 beds, 1 bath, a garden","Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,936.100 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/YFxRIuoNger3SUq4odhNts_6uKGVDmoHiAT_kV7evHvJkyLR8KeZGOQvAv-E2MIUYXkIFH_PEC-zVbGppx7uCAjpD5QFreTPM2TSjShHR86jbdTjqPiGanP-UKnboOqGGIf4gPCVy4Qk2T33Spa3quw8wO2ydg, lh6.googleusercontent.com/proxy/PmYQ0yQXV-L6ImjOwycHyB5qfW-J_JIsPNb2uglIikPtFWPVNDH4_nLzrYjJsmpQwMpTZ8Ri_h_mPbOOURr_84VXOgp05TbYfTE9yB1DJAgo8As42JX3iaQatY1y1_UTpqwVcOSI-b-mTYrQK-t1wvXoDd55fSg, lh5.googleusercontent.com/proxy/Rgf6s2_mg3RT15-Iz6tMA32-aNDSq9c0My0FnUOs6p5DVshzljXU-SaupNxWvowCNx-jEfz34f8j2QvtGqCdOFBcfl-EAVe78_AImVj71NNLdiogpCl-_T7XcyyI-aHHVC7g7BpVQaBG3XmyoVJ6GpNncYI9NQY, ",16.47442,107.58241
Deluxe Double Room - Nana Homestay Hue,"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,412.300 ₫,Không có giảm giá,"lh5.googleusercontent.com/proxy/4wpVXbcs0GEjksOKPeYxGUvsYerdA-b0yDs5_qOhJoDStE-7ZHTjCtuHBjgTMuhkyG3pTkxPELtBuKNHrg7-4SkZxQ87dk4z66-AoXvYxDP86sBXdZ70MmEhOxrOU4uwnMXg8DCeua8w96dR8MAqeLAaOj3qtQ, lh3.googleusercontent.com/proxy/Jc_BcllLxMqQBhYBVhuv_ZZC09re1H08PAzVwdekdaalBpBCYO83O0mNO2ZTNQS5z3b0QZBFxRihMbsqp68Eiwn1OHBaWvL55PKslmbYJvTlgz8WEzuEbkH1CzNMvOPdTHU5BcWnvBjKNdLEAcxv1vYNgZ7p9w, lh4.googleusercontent.com/proxy/rkD8LK9gsIKGYBkU1DMXy6mX5rx0GP5BvRESdV0B9XOg7M0zJjXCbEYGw5mh-mhssbrhnG95_MV_JQnIplDJQ1EW0NUNXWZTX5iyF404naSE0iA31KcdOtHQGegpIe-UvUIpC7RT9MOtLHCSLvjLqIEUXTzyPQ, ",16.45621,107.59433
Memory Homestay Hue,"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,373.807 ₫,Không có giảm giá,"lh4.googleusercontent.com/proxy/ps2mC1X2TSaUkQJHxZdT925tsDiFt7TpNNaU7be_QgHZ4XKiIsBIyZ6aTXTpdPBcPC8giTjByobkHKtlYtrblM5RnW_5j_640g9fN2i2Ju1nckEHcRIBLukBDOpupWKLJq6sCao8dQI6gZKtftbqfzALvxojsA, lh5.googleusercontent.com/proxy/RKgI6lyTpU5JA7d47qNSc9vTv5GgvDxnzDUnhnqwxrKtCIJX9uNYFf-aXbEQwNkkqPxbrHEIO8UMGC0ayvt51abvPmaN0GoiIGub09uC2dKkS_ogctrl-1niXqRX3ZXA8uT16mSOY7EPau57L-CRKnNN8CwW7g, lh6.googleusercontent.com/proxy/G9Lmngpp-1sfKaktllEO58wOmlsk_e8HxusIswQbgfO6Naq-9Eu1WlGnx4RVGfuH18A5ax45u32z4Z7Q3TX8x0-sHD-4CbHKnPXn_wnO8TzBBDe4PO6MbQ2kw0eI1PGTsRR86JGn4XU7gkzvG_Rbn81G-LsfQzU, ",16.45896,107.61152
canary homestay-We love having you here phòng lẻ,"Thành phố Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Homestay,276.276 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/fIALPHrxkeUoIRXpks0QyH5mPfXN8egcPJ1cIRpyhZCEWXZfle-7I-MZ7u94HZl23fSiSfUrbrifIz6lnciklMAH0_gnwqCyFfQ57vthfYdxdT0fa1zeNz4TTa9OTPpxHY9PDRNZXlzrGsD_g2ig1vhqioyX_g, lh6.googleusercontent.com/proxy/PQH4opfiL7bj7LvOf9QOQw8oGpfqsv3SWf0lyFTQMxJ-sxEQ_DLk5hM6UUCdHYF2sX4FAcs3IiutdsIxNyNRDDndyh3iT4iw-2R0YfoR7orCV5ck-jK3f3k3HLoypqJQPxd3gBs2EI2a8Ztxavm_Ttvp1xXPmA, lh4.googleusercontent.com/proxy/Kb95b2bcYewRgn4dKV_3u7rhnEtchG9xU81VJGb9v-fT4OJPt5DaR3pTMIgowlHQ6WxUMlilVXNSfGNdaHHPYWFAyfTWyZVwIF8R2q78ev41SgYIlyptCrm2EzjWaAxMpb5DFZUyk6Jfqkxrd9jvFNJ9aSYq8iU, ",16.46013,107.58997
Hue Homestay Riverside,"Thành phố Huế, Việt Nam","4,8",0,Thừa Thiên Huế,Homestay,799.100 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/gAzOftUSOzQRZSOuJU6I1q6dV86NJdFDRzztz2QfYTRakpMoHxRDHS9HLhlduNwDApzviMp39Y9QVdkTFSdHHEvpZsCGmnUEOcwgHwiBaG7sNr1MDD1yfgrXgHLsiWAKoI_Tegr0HvHncFEBnFc73sGGUufj5oY, lh4.googleusercontent.com/proxy/Hss0x-dsPuA6EkMGZS4jsdQrfcJFF8C77A9jZm_tEeTinviTtU9HKNZgiG_MfJIwtixWYq7JZOK8SXhtlInHY2WT0mbTYWUSj9EWdyJOl9vU2JVWuyONoR34ThO5uQSLtjU1SANhwme9SMCIZ8u9QweG5Q1u--Q, lh3.googleusercontent.com/proxy/51cFdl7DS6RYKqDbz5USLaDXx9fZKPTEhA-7Ef34LoMGJy2DNx3RN0kPdImJufQW2fOuAIHSzEB8IblvOHliD1hRwaHQbdtap2WrabncXgrvAaXVfoAvnhlm4QKfV-pMT1Mge0rCE_5XCMnKSG1PGL3reWPRAzU, ",16.46962,107.56665
PucPu Homestay Nera Garden Huế,"Thành phố Huế, Việt Nam","4,1",0,Thừa Thiên Huế,Homestay,535.500 ₫,Không có giảm giá,"lh3.googleusercontent.com/proxy/czsfz5RqYWLyXSkoTgDk0Oag4etzttrZGWiNVxTgTI_nfvHnLvzABZIUQ6orN1aUm2JulxF6pLsu9uBElpvHFxoOZUbNWbAzi7IwlcZcUV_dehMXAD2P_tLLltnU-xjmmWiNvQg_ldoZ9FZ156Lg_4Flq0hi9w, lh4.googleusercontent.com/proxy/DpgfSUJ_Ae8m4LsRoivKFsu3iwzvE1gITPkIOwkY-8NvK-2ajUkgrYZ0pbKLz93UmGuaOQNW80jgG7v8XaBMFeZqD5XlXjiGDNepPY4WAPY0eHgP_rVeUNFEWcb60En2F9cQurGCPLm1yJwMHZsIF1FVF0TVq_M, lh6.googleusercontent.com/proxy/wesqpcMavYkwQdx8ppdMvuRAzG_GAL6s7JPOHpRShiL_ydzNzZpHxHaPxyCSv8bviA566CeZfW3RQB_D-be1vL_5w2xtNl0lLXz6Q9NNk1V7GvVr9CDO-GGmXSd2OEPO2Y13v-29Yp_I6EL1CCHsj70X-4R6Bw, ",16.46320,107.61708
