hotel,price,score,avg review,reviews count,province,address,description images
Khu du lịch sinh thái Bản Đôn,VND 2.925.000,"Đạt điểm 6,0",Điểm đánh giá,2,Đắk Lắk,"Xã Ea Huar, Buôn Đôn, Buôn Ma Thuột, Buôn Jeng Lan, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/584967027.jpg?k=ef9a645046b2b90250dd3a8414e47cf291f7852e0c0ccdbc9a26d44c0a14c020&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/584966983.jpg?k=1f0fe48bb083135c67fcd94ff999a648c0def4f0b88c2052f11c188405235bcb&o=&hp=1, "
HP home & coffee,VND 1.237.500,"Đạt điểm 9,3",Tuyệt hảo,20,Đắk Lắk,"23 Hồ Tùng Mậu, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/514738242.jpg?k=05b9f08064ccf5a6e9636164f612367eed9de7d354634be98b4f0527afbd276b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/514738254.jpg?k=c5b720e286c28561899deaeac748a30877d76ce2e12d54bff17a5d135b9ceaf6&o=&hp=1, "
Lộc Sơn Hotel,VND 2.250.000,"Đạt điểm 9,4",Tuyệt hảo,20,Đắk Lắk,"10 Phan Đăng Lưu, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/514697762.jpg?k=2398c44b6f504b8f6a4a6573705a196e2941685f93fa5e1e798b2e50ac1aa6c6&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/514699325.jpg?k=26dd00f7009b23bcc6483c0c93a7e849d013402ef18ecde5e47c60f82334d4cd&o=&hp=1, "
BMT Container House,VND 2.025.000,Đạt điểm 10,Xuất sắc,1,Đắk Lắk,"327 Y Moan Ênuôl, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/585420715.jpg?k=375489e7d0866b088b87a5da5d66e904908887a0675ccbda246df8fca0fc696a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/585420812.jpg?k=c23b88dd8feac7c98745e988e8ef2376d73bbd7f6b71976a28fa464380952115&o=&hp=1, "
Huyen Nga Hotel,VND 2.750.000,"Đạt điểm 6,4",Điểm đánh giá,18,Đắk Lắk,"217/4 Ngô Quyền, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/257562577.jpg?k=8f48bc1e542430520f0a92e7d89426158311c885008571c548179a95a909f40b&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/361005608.jpg?k=3b4763154ab3329c231988f2ff6417681112f9263d9e209e4d39000094e678f6&o=&hp=1, "
Kim Đồng homestay,VND 2.950.000,"Đạt điểm 8,5",Rất tốt,15,Đắk Lắk,"18 Kim Đồng, Buôn Enao, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/518460273.jpg?k=c9b10fee6cfc6fcd93dfa6c508035b2199fe3260fe6e24da5a55a3a0952b42ec&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/518460274.jpg?k=48a5273c445027b523cd12c086e352a11bb57cc3ce46e4623361552c7b0388b0&o=&hp=1, "
Elephants Hotel,VND 5.294.120,"Đạt điểm 8,1",Rất tốt,141,Đắk Lắk,"142 Phan Chu Trinh, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/323570944.jpg?k=f94f035a767942623260bae29452849fba3330bdf6e267386d26114e33ada9eb&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/280858379.jpg?k=7c00a0ee9f9f5ff2ad6f4c3cd83100a18405bb5893d77b02ef9b6800d0bbab40&o=&hp=1, "
Khách sạn Hương Mê,VND 1.750.000,"Đạt điểm 8,0",Rất tốt,78,Đắk Lắk,"Đường Tuệ Tĩnh, p. EaTam, 6/8, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/211644907.jpg?k=4fb82a99da0c24628e13a3e3382768e6cea36ad9d45ef9f31e12b3030dda5e01&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/409721204.jpg?k=fe6451375796ea2f0dc1cb10da3928bbf8274879ed8b8ca7c769777e46778897&o=&hp=1, "
SKY HOMESTAY,VND 1.800.000,"Đạt điểm 8,3",Rất tốt,22,Đắk Lắk,"23 Hồ Tùng Mậu, Buôn Ma Thuột, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/514063739.jpg?k=a19a9ffe797a2c81893f035634f9b813d3abfa2349e3758a15959877210c0156&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/502766040.jpg?k=537fe8550f6cdd6dcbc28ed4ac26d28f3769ac92a8a630690ee1d63a7d99f628&o=&hp=1, "
KHÁCH SẠN HOÀNG QUANG,VND 2.160.000,"Đạt điểm 8,6",Tuyệt vời,25,Đắk Nông,"Thôn 3, Xã Đắk Som, Huyện Đắk Glong Tỉnh Đắk Nông, Biđong, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/545554166.jpg?k=f450ee13d7db4ac73d7a92599621f38b2d68e28e1b394fc06cb6ec793be047e2&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/493196202.jpg?k=11659984099dce85f01e1a0c94ebee8b8c412f79affafd0208cc63ef15f3cb15&o=&hp=1, "
Ly's homestay,VND 1.710.000,"Đạt điểm 8,9",Tuyệt vời,48,Đắk Nông,"82 đinh tiên hoàng tổ 3p nghĩa tân tp gia nghĩa tỉnh dak nông, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/423720183.jpg?k=29b19da2c77de4d7e4053ea7349bb352737fe1600a414f8ae17312a984f98a24&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/425040573.jpg?k=8e43381ef2f05ff886cae2cb5716e555237adc00207215228b843ff80ac39604&o=&hp=1, "
MeGarden Daknong,VND 6.600.000,"Đạt điểm 9,2",Tuyệt hảo,9,Đắk Nông,"Nhà thờ Nhân Cơ, Dăk Rlap, Daknong, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/501442442.jpg?k=e5e51678f0ba9d5ec781f3147102b9c17db9b6d1ff4ee5ff52ffe78e7b75e024&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/503748094.jpg?k=8a95b43d481dc9dde59e878d861a93a60c67b27331edbb157bd9ebc8c26afe94&o=&hp=1, "
Star Hill Dak Nong Retreat,VND 2.025.000,"Đạt điểm 9,2",Tuyệt hảo,79,Đắk Nông,"Thôn 8 Xã Quảng Khê, Đắk glong, Đắk Nông, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/417006968.jpg?k=7986e89cb2aae19fa6d4c854f9650917265d9c038df3a499335cc8b670a445e9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/531401227.jpg?k=b9c92abde965f7c1e9f511a8a767c7097c3dabdc29c7d22631240e5a8757cb19&o=&hp=1, "
Khách sạn Robin Gia Nghĩa,VND 7.450.000,"Đạt điểm 8,6",Tuyệt vời,35,Đắk Nông,"Đường 23 tháng 3 thành phố Gia nghĩa Đường 23 tháng 3 thành phố Gia nghĩa, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/407968805.jpg?k=810c8baf50ad261c6462c50d41a4a076722ebcef63dee79cdb9a75435b98272c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/412162064.jpg?k=949a422166a574275d6e29af4f0ce1d12ba3efded5190f54d24a1cc529ede8de&o=&hp=1, "
Hồng Ngọc 1 Hotel Tà Đùng,VND 2.123.300,"Đạt điểm 8,2",Rất tốt,18,Đắk Nông,"Quốc lộ 28, Biđong, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/544323437.jpg?k=df41db41dd1db7e4f6daf105b6f736e66d6d7b286ce4525135862e497d2a0c59&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/544323421.jpg?k=3a208e518bd5ff25b6b2dbd0b0351ff0960fa1e3cc9b11a82f736ad774442724&o=&hp=1, "
Phuong Nam Gia Trang Farmstay,VND 2.350.000,"Đạt điểm 8,1",Rất tốt,36,Đắk Nông,"Phuong Nam Gia Trang thôn Tân Bình Dak Rmoan, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/344667176.jpg?k=e07ad7beff96ae45ad746a71132286b80ae0ec305c61c8d9255c0d60661e2f06&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/449203617.jpg?k=50699648e83aac1edc49815ba30552f421849ecad3e0495c67c10f12a3109a03&o=&hp=1, "
Dak Nguyen Homestay & Farm 2,VND 3.566.500,None,None,None,Đắk Nông,"thôn 7, xã Đắk Ha, huyện Đắk GLong, thị xã Gia Nghĩa, tỉnh Đắk Nông, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/525924408.jpg?k=d38613b8919b9a76dedd65b3b1c04e453ff87b5371afaaf63246ac6265227aa5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/525924392.jpg?k=1bedc690ff60bcb4cdab20c8e73ff9e5065122a88cff1bb961abd316aa05c7bd&o=&hp=1, "
Nins Farm Gia Nghĩa Đắk Nông,VND 5.000.000,"Đạt điểm 9,0",Tuyệt hảo,4,Đắk Nông,"Tổ 6 Nghĩa Tân Gia Nghĩa Đắk Nông, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/569953556.jpg?k=8702b003137be4d10701470c4a588274180ccfddf9adc86dbe367a4956c31338&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/560443229.jpg?k=bc10f39f02f77a996d1df1eedb83e523c7e5f93884231fb9663ae30dd1b41320&o=&hp=1, "
Sai Gon Dak Nong Hotel,VND 1.750.000,"Đạt điểm 4,9",Điểm đánh giá,75,Đắk Nông,"161 Ton Duc Thang Street, Gia Nghia, Dak Nong 161, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/309139753.jpg?k=80b39989389f189e0bfeea50575233470cc16d1e770a2c8739cc2db1775af8c8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/308918001.jpg?k=1ed2456f0e54c20e926f1a9930fb0e8f98c27a8fb94f38b56b45c8ac96397422&o=&hp=1, "
Phú Cường Tà Đùng Farmstay,VND 3.058.000,"Đạt điểm 6,0",Điểm đánh giá,1,Đắk Nông,"Thôn 1, xã đak som, huyện đắk glong, Đắk nông, Biđong, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/530261065.jpg?k=1d03c0361ed0d2a95fbdf9d1bc1e195a3503dea5aef9e60e8a7062a58c046048&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/531322378.jpg?k=daf3781cd56fb61a5940d7ae9395b347ef9a05a42743867a153f82ab4916a7fb&o=&hp=1, "
Dak Nguyen Homestay & Farm 3,VND 3.566.500,None,None,None,Đắk Nông,"thôn 8, xã Nhân Cơ, huyện Đắk R'Lấp, thị xã Gia Nghĩa, tỉnh Đắk Nông, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/525929777.jpg?k=03372f23897d2ad9cfbf381a2a32643bcd094f661a39ce6b773e2c0c6c5fcac2&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/525929771.jpg?k=bcc057ee5ac450b5c7117eb00e4ba365c3b91c4ed799feb3a678555eec990f29&o=&hp=1, "
Bảo Châu Garden,VND 1.250.000,"Đạt điểm 8,6",Tuyệt vời,12,Đắk Nông,"trục 4, thôn Nam Sơn, Xã Nam Đà, Huyện Krông Nô, Tỉnh Đăk Nông, Buôn Dru Dak Mam, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/488044639.jpg?k=58a04533dab7ff1ddc89abc1a474248bd70873d0a282afe6521ba520e13d73f9&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/496233154.jpg?k=0c89091b23c0346c245dfa43304bacc4c49520f5fe0c4876a24405006d9b3858&o=&hp=1, "
Khách sạn Đức Lộc Phát,VND 1.144.500,"Đạt điểm 8,7",Tuyệt vời,3,Đắk Nông,"Thôn 6 xã Kiến thành huyện đăkr' Lấp tỉnh Đăk Nông, Kiến Ðức, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/586771497.jpg?k=73b2c91d563cc91450aecfa7fe6f4abd521cf2efc65b64bcf4d67c46cd13643e&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/586771510.jpg?k=1a6ed271d8ba1daee6d94cac24a43063e3243e8e61efbe5fb66c963158b82d79&o=&hp=1, "
Đắk G'lung Bungalow,VND 1.000.000,"Đạt điểm 7,0",Tốt,2,Đắk Nông,"Thác 72 xã Quảng Tâm, huyện Tuy Đức, Bu Yal (1), Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/388338063.jpg?k=e0b01cf69d84ac2d746c922a3d3a013674796f912b6b165fceb3986c3ea67e98&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/339754707.jpg?k=a3cf3f4f915dde117b7efd3c8301c5b734866cc6705ad81c3b88114ae083f84f&o=&hp=1, "
Sky Homestay Coffee BBQ,VND 3.000.000,None,None,None,Đắk Nông,"Nơ Trang Lơng, Ðức Lập, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/593086875.jpg?k=3366c4116d3f015bf3b75952fb589143f827db61ed8e4befe646f3c5b613bbda&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593086890.jpg?k=9ca25ecba1edb10cb10c74d53120447b020d10d71bf6e99885aef4756163eef2&o=&hp=1, "
Bamboo Villa,VND 12.500.000,"Đạt điểm 7,8",Tốt,5,Đắk Nông,"ĐT684, Gia Nghĩa, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/451269609.jpg?k=f512277bc01e207ccc6462f55d2bc72ba8279eabb7c011f7b9eb4511a3451937&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/454584251.jpg?k=c5279ef03335e685887de631438c6c2f12facb19f6269c576100884a4ffec740&o=&hp=1, "
Mường Thanh Homestay & Apartment,VND 1.905.000,"Đạt điểm 9,0",Tuyệt hảo,5,Điện Biên,"42 Phan Đình Giót, Phường Mường Thanh, Thành Phố Điện Biên Phủ, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/589230441.jpg?k=7a11ffa03329ccb5a26f7423fe4c55b151b3f1aa2bf861f2144c16e354e024af&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/589154009.jpg?k=882033cbada02121ba1016cbef61966bc779fa5aef513ff225a826ac5fa7ac66&o=&hp=1, "
A Thía homestay,VND 1.250.000,"Đạt điểm 9,2",Tuyệt hảo,25,Điện Biên,"Tổ 11, phường Nam Thanh, Thành phố Điện Biên Phủ, tỉnh Điện Biên, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/589197793.jpg?k=5bfb9c4831297c09eeb0184ac53b05b1cb09b86137bfcd672c4e2111fa093ba7&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/590585638.jpg?k=aea39ccdef7d8228732fcbbe75edd4ec00fafe1b683abd07184297c31eaf2f84&o=&hp=1, "
Nhà nghỉ Tâm Cường,VND 1.000.000,"Đạt điểm 8,4",Rất tốt,111,Điện Biên,"Số 46, đường Hoàng Văn Thái, phường Mường Thanh, thành phố Điện Biên Phủ, tỉnh Điện Biên, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/435943621.jpg?k=e0834c0b447fe45b5786d4a8716110e00dca30a0f9b7abd3bd86308dbff282e2&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/408247342.jpg?k=25a2257d5afecdb3ec10263e45e556534ef07af324425465bbfd878ba5a85c16&o=&hp=1, "
An loc hotel,VND 2.475.000,"Đạt điểm 8,1",Rất tốt,204,Điện Biên,"Tổ 11,phường mường thanh,thành phố điện biên phủ Số 39,đường nguyễn chí thanh ,thành phố điện biên phủ, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/220302560.jpg?k=be07dbe3bf09d7b2d9d153faecc92e58ac9ed28fb48701e867dfe1676910beab&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/220302406.jpg?k=96e75396d78c1795e1c1492ad871d02963ca023b72b1b964726875835e599c24&o=&hp=1, "
"Minh Thủy Hotel - 32 Nguyễn Chí Thanh, DB - by BAY LUXURY",VND 2.275.000,"Đạt điểm 8,5",Rất tốt,6,Điện Biên,"4 Đường Nguyễn Chí Thanh, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/520069772.jpg?k=a35c8381c0d3223217114287adeb8758ada94cd1255a8e6b5b3884056922408c&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/520069795.jpg?k=6020ce7206f6afa57d3e0d6a11dba29b7d3c6d3df2ad27806095ea27d1516c80&o=&hp=1, "
Home stay 72,VND 2.250.000,"Đạt điểm 9,3",Tuyệt hảo,3,Điện Biên,"SN 72- tổ 5- phường mường Thanh - TP điện biên phủ - điện biên, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/549314875.jpg?k=4ab967bb04005e998b8a14a5bdc9b2f297e1ba3191cb07d31089b5bca0056f4a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/556546019.jpg?k=f1fe2d47b4ba149916cf3e7b1151062b602e7e5b34b6532fb392f85096d60d6b&o=&hp=1, "
Homestay Mường Trời,VND 2.495.000,"Đạt điểm 8,3",Rất tốt,42,Điện Biên,"Số 01, Tổ dân phố 5, Phường Mường Thanh, thành phố Điện Biên Phủ, tỉnh Điện Biên, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/535238808.jpg?k=0959e205908246e10de600c4b355608f824b33d14d0507d0b5f99239f592f988&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/512557958.jpg?k=9142e3431b13f0cacfefc7b12e4285fd4a2b9bb48da83f5863ea24d3f958e32d&o=&hp=1, "
Khách sạn Nậm Rốm,VND 2.500.000,"Đạt điểm 8,5",Rất tốt,4,Điện Biên,"36 Trần Đăng Ninh, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/564791927.jpg?k=839130c8e43a3266d6ba2796e7aa9de60b9ac970b304ca29c480cb2d4d7ee427&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/584427707.jpg?k=fded778cd3ca4aa7d790b6871776a7a04b38628496982d7f28cf046db263855c&o=&hp=1, "
HoTel Thịnh Vượng,VND 2.700.000,"Đạt điểm 8,8",Tuyệt vời,49,Điện Biên,"Số 20 , Phan Đình Giót, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/492169388.jpg?k=be83577c76d05ee213c2a7ef391fdd9c210e61274150a58db32380a751bb41da&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/492169418.jpg?k=a9a8cf05c2f2c94c3b55166c5b188076479639c8af6515a997a7489b768b7c1a&o=&hp=1, "
Duc Thang Guest House (Nhà Nghỉ Đức Thắng),VND 1.250.000,"Đạt điểm 7,8",Tốt,171,Điện Biên,"số nhà 12,đường Lò Văn Hặc, tổ 4, phường Thanh Bình , Thành phố Điện Biên Phủ, tỉnh Điện Biên, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/398714717.jpg?k=abd0e2592a4ea9207d6420adcd8f483c4c45d05a79a394859203fcbfad699c23&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/229689178.jpg?k=63342c4714b61c7bddf6faf01fa339f6f218cbf7f4da74f4b32a8848814b6a4c&o=&hp=1, "
Nhà nghỉ Quân An,VND 1.360.000,None,None,None,Điện Biên,"126 Đường Nguyễn Chí Thanh, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/593989634.jpg?k=195895a7a3d10e8cb4693ae77b126a84fa1c2d0f2b0105474a9cc88920ba2a04&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/593991347.jpg?k=5c2700beb4e193f341ca1d0866473f3768ef762272adb2a86b9edece45bb2a51&o=&hp=1, "
A1 Hotel - Dien Bien Phu,VND 3.250.000,"Đạt điểm 7,5",Tốt,25,Điện Biên,"3 Hoang Cong Chat, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/572165062.jpg?k=c03ff4f8dcb2c0656501c07d8b0a64c6c3edcfc9f98f0e72973dc880c1111363&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/70647707.jpg?k=18a5864fe09304892d7efa0de2190675bb5bdfa5869b19c6ee7056dacd6278e5&o=&hp=1, "
Homestay Điện Biên- Thung Lũng Hoa Hồng,VND 6.000.000,"Đạt điểm 8,0",Rất tốt,11,Điện Biên,"Đội 1 Xã Thanh Hưng, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/398003063.jpg?k=009c651f3a08ddfda7058f8c4f8bce15afdd393949a8acda2eedd6391745f3f8&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/535000370.jpg?k=12c789190b26c765cf0581c9b73b68bfdff4d3ee1546d984cf3d60e8b286c963&o=&hp=1, "
Pharma Hotel,VND 2.250.000,"Đạt điểm 7,8",Tốt,81,Điện Biên,"813 Võ Nguyên Giáp Tổ 7 Phường Tân Thanh, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/343850280.jpg?k=8fe3399708e152629c32bb4ad21721cfc29d59c3eb99d865830ae92e1da42474&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/197625276.jpg?k=e9492580f8533e241e69c277a13fd163417a4dd05e668a9e421a3ee1f9a81215&o=&hp=1, "
Phuong Nam Hotel,VND 2.000.000,"Đạt điểm 7,9",Tốt,15,Điện Biên,"211, Group 3, Tan Thanh, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/333645921.jpg?k=2455d7bf955b1d13ca63d2312e68680364f723e168d1ed80c54e65be3d951f6a&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/342276076.jpg?k=69dad342c9890ed40b976d06c50e8f37fdaf67ed78c0adc12b1f004b6f7da6c5&o=&hp=1, "
Nhà nghỉ Như Ngọc,VND 1.000.000,"Đạt điểm 8,3",Rất tốt,21,Điện Biên,"Số 4, Tổ 2, phường Thanh Bình, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/556489425.jpg?k=8e949127687597fb8e51ebee1c9567e16e0972545b5c79063b1185843b9b1338&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/556488579.jpg?k=0e18a7aa5f0343c7d6f0579577cf335e38236978ebce095acdbf2135dcfe8160&o=&hp=1, "
Hưng Hà Hotel DB - by BAY LUXURY,VND 1.723.500,None,None,None,Điện Biên,"83 Cầu Thanh Bình, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/564002034.jpg?k=2c5f8cbc30e46e7d08bbea5dcf9c0485c98817578deab2fd9926a753c7d3f288&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/564002054.jpg?k=a9994c66d0a29538c0f88c3228748921cf7dfac637899fca279dec035c73cc98&o=&hp=1, "
502 Sân Bay Điện Biên,VND 1.500.000,"Đạt điểm 9,5",Xuất sắc,2,Điện Biên,"502 Nguyá»n Há»¯u Thá», Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/549689232.jpg?k=e115333c86b467167fa6329d44ec212b66b05366ec2fd40a5e84f4e765f3fd89&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/549689220.jpg?k=a03dba227f1b30d42353e745dabfb3d148c8d780ed4d1287a71dac50fdb3e9ba&o=&hp=1, "
Agri Hotel Điện DB - by BAY LUXURY,VND 2.700.000,None,None,None,Điện Biên,"679 Đường Võ Nguyên Giáp, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/546715855.jpg?k=f20e9858338f98b388ca743b04cffd986d4d6d9238b7b741eb2a08d1249f1134&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/546715822.jpg?k=9d606834f881e3c7c604f8dd19541223d3080f2d36e79f01f86c5a5511ab5e23&o=&hp=1, "
Mường Thanh Grand Dien Bien Phu Hotel,VND 7.000.000,"Đạt điểm 7,7",Tốt,95,Điện Biên,"514, 7/5 Street, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/523754217.jpg?k=61eaa26ee8ea394f40cf287890e5466fb5adbfdb6a22aef9f05c6c3b8945a949&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/523754212.jpg?k=01e355577602eee19d9c3184519908299af7f09698443853b3188ed5af8f98fb&o=&hp=1, "
Home Hưng Trang,VND 1.600.000,"Đạt điểm 8,0",Rất tốt,1,Điện Biên,"Sá» nhÃ  28A, ÄÆ°á»ng 16, tá» 1, PhÆ°á»ng Noong Bua, thÃ nh phá» Äiá»n BiÃªn Phá»§, Äiá»n BiÃªn, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/550205685.jpg?k=9bad412a0cc7bb624e4a42ef0aae7816f11ed7620c713c4ea9e7638435653881&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/550205807.jpg?k=bfb636c6944e45b9f52b3c6382c5d9ab1025a234c7af69bc9a002283447bc45a&o=&hp=1, "
Ha Linh Hotel DB - by BAY LUXURY,VND 2.070.000,None,None,None,Điện Biên,"196 Nguyễn Hữu Thọ, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/563675516.jpg?k=b0d5b3268bc7ab18551ed8bda388ff1a2437e90d83b4fbd954789f944d460ca3&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/563675512.jpg?k=ed725b764a66792551eef5a2563fb2861d343c5db656544d8cb03120274cb33b&o=&hp=1, "
Home stay 72,VND 2.250.000,"Đạt điểm 8,0",Rất tốt,1,Điện Biên,"SN 72, tổ 5, phường mường Thanh TP Điện Biên phủ, tỉnh Điện Biên, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/549327485.jpg?k=056a863bd8d054c15666d7e4a3a2c8927145dfd3267084820ea0bad76afa03a5&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/549327553.jpg?k=ce1aea90f31ad88f35b460d9563fb943aa4831d178f969affef781678f906971&o=&hp=1, "
Nhà nghỉ Minh An,VND 1.500.000,"Đạt điểm 1,0",Điểm đánh giá,1,Điện Biên,"Sn 65 tổ 11 p Mường thanh thành phố điên biên phủ, Điện Biên Phủ, Việt Nam ","https://cf.bstatic.com/xdata/images/hotel/max1024x768/540312649.jpg?k=d7583904561be5dae5ee37a6beb768dd37b40e37f0a789c530707e348a9a2044&o=&hp=1, https://cf.bstatic.com/xdata/images/hotel/max500/540312443.jpg?k=cc97a06eb92a6667a35afe99ab31dbbc81bf50aa1fd2c6c2cb3428cd49c62764&o=&hp=1, "
