name,address,score,reviews count,province,category,price,services,description images,latitude,longitude
Cơm hến Hoà Đồng,"kiet 7 Ưng Bình tổ 19, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","4,3",16,Thừa Thiên Huế,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipN8EYxgyvalQUJiCh8ODsDLdHP6Ns61Zxsd1chk, https://lh5.googleusercontent.com/p/AF1QipNqQksF17Vx0cNkr2Ji-B0QBQR4MXk2J6tMxeu7, https://lh5.googleusercontent.com/p/AF1QipPFfU2upcyhTJ1CgO5YdrLev8HqwmYukV_5uDew, https://lh5.googleusercontent.com/p/AF1QipO4XORDpLXi6crzSIWct5ga4tNMLXyt9Eztfajw, ",16.48035,107.59400
Quán ăn dân tộc 79 rất ngon,"7732+65J, Đ. Hồ Chí Minh, A Lưới, Thừa Thiên Huế, Việt Nam","4,6",27,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNkOgubW4oh586rkyn7EwWLds69ApfnK8_Tpejt, https://lh5.googleusercontent.com/p/AF1QipOnKw0jGTtOmSzvwO4W31q1OMCuis27Vf7qEpZX, https://lh5.googleusercontent.com/p/AF1QipPzRLdr5dObie18-GX3zHTBUO172UjitD3a4-MN, ",16.25308,107.25038
QUÁN ĐỨC ANH :CƠM VÀ CÁC MÓN HẢI SẢN TƯƠI NGON,"72C7+7Q2, QL1A, Lộc Tiến, Phú Lộc, Thừa Thiên Huế, Việt Nam","4,2",39,Thừa Thiên Huế,Nhà hàng ăn nhanh,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMozmne8pv8wXbv4QlRTgw2d0oXGXctexHpMHtI, https://lh5.googleusercontent.com/p/AF1QipM-jDShrF2Xx4zau_mX2ji3-4H917o9li_q5I1E, https://lh5.googleusercontent.com/p/AF1QipPC4JJ0U3zmNyPkp1mfdcRHtU7wCPKBGsbY-ls4, https://lh5.googleusercontent.com/p/AF1QipP2Rgo6SnFXvYjoWNXJz4Dwjt0KtlNtktkq-Tpc, ",16.27062,108.01431
Nhà Hàng Chay Liên Hoa,"Số 03 Lê Quý Đôn, Phú Nhuận, Huế, Thừa Thiên Huế, Việt Nam","4,0",1.273,Thừa Thiên Huế,Nhà hàng cho người ăn chay,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNhzzI9GlEK-lg6qrGIs4gz-5y878lsc8AthhWu, https://lh5.googleusercontent.com/p/AF1QipNQ5hdsOPNZ5pYY51t7x_7a3HzLhwgsFYfLsopU, https://lh5.googleusercontent.com/p/AF1QipNIwB7Gdb2g_yq74Mmmi7PVFDHcQ3ahK2H9vf8C, https://lh5.googleusercontent.com/p/AF1QipN2ghHypE5_Zt_DlyiZ189qUUCYQB6F_PgDzs2s, ",16.46494,107.59727
Bờ Sông Quán,"Thôn Phú Lợi Xã Bình Tiến Thị Xã Hương Trà, Huế, Thừa Thiên Huế, Việt Nam","4,4",14,Thừa Thiên Huế,Nhà hàng châu Á,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNWmyCL97IewPkLN0lAjPLdCxxX3cWw96lOZqQc, https://lh5.googleusercontent.com/p/AF1QipPWSqn17JtuP-__UI1ebSpkNf20nFr92MW3CX1z, https://lh5.googleusercontent.com/p/AF1QipNTHPcHjlugmTWxvhBrDLN4EniuzZsGAgAWLCya, ",16.34582,107.50553
Bánh Canh Ngon,"32 Phạm Hồng Thái, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,5",11,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOxTiSge4hwJqFziTm1YDquwLLceOjRkPJjXJVB, https://lh5.googleusercontent.com/p/AF1QipNqMyk-MHV0ja2aawY9BxGPTBV-S9bJW50hSRrh, https://lh5.googleusercontent.com/p/AF1QipOgPV5sG9ynEnqELU9ndQGFeLed7B-tH3VQ6nMm, https://lh5.googleusercontent.com/p/AF1QipPwJmc4iX9HIcfI66gwcJa3PGMgPjO7UVVyK6vv, ",16.46456,107.58962
Nhà hàng LÀNG AN VIỆT,"CH8H+3MG, Thủy Bằng, Hương Thủy, Thừa Thiên Huế, Việt Nam","4,1",112,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipM9LC057M5K93RSHorX6sH8tv6N9W9Js_5IbgI-, https://lh5.googleusercontent.com/p/AF1QipNm7_HeK3QkB4w3z-gVrqwXbb85WpM_pvXp0BB9, https://lh5.googleusercontent.com/p/AF1QipPr5dtrt-hicEo__3ncnvEmtjMO4L3ElXyNE0W2, https://lh5.googleusercontent.com/p/AF1QipNMJcJouL5WDwcqr-FR0_jMMWf7SY430_4Xzyd0, ",16.41519,107.57920
Nhà hàng Huế Ngon,"10 Lê Minh, An Đông, Huế, Thừa Thiên Huế 530000, Việt Nam","4,4",8,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPWorCyRLyNZAH3BMEVod5VfTJfuDw-7y8Aiknv, https://lh5.googleusercontent.com/p/AF1QipOQ3z5Md48ZwJ8mjpBB0PtP9UX51LacrkhTfPJx, https://lh5.googleusercontent.com/p/AF1QipOU9gdS_jTGw8f5Svv0TS7iRtpEbzhxlnNtFBu8, ",16.46100,107.60551
Quán Cơm Hoa Châu,"52 Trần Thúc Nhẫn, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","5,0",4,Thừa Thiên Huế,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipO0w0VxZ6r_jrIetBt2YAoH-gTRCBHPZ2jE3rcI, https://lh5.googleusercontent.com/p/AF1QipO0w0VxZ6r_jrIetBt2YAoH-gTRCBHPZ2jE3rcI, ",16.45590,107.58341
Quán Cơm Huế,"43 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,0",4,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",,16.46859,107.59653
Quán Ăn Món Huế,"39 Nguyễn Thái Học, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","4,0",1,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipMW5Cp51QfjGSCNz-FwITETidEc17KdYj9Ja5TL, https://lh5.googleusercontent.com/p/AF1QipOv-2OjTkOZPpwI8E5W2u--1LE6frVd2vuwvHCk, https://lh5.googleusercontent.com/p/AF1QipMdIBpC7QVgilr5GgSIj_EkuKH3pgWNxjWqwe9r, https://lh5.googleusercontent.com/p/AF1QipP0Rm7rfARciFbaI3HscQfHX3pauS1-nfUmLl1-, ",16.46815,107.59796
Junrei Restaurant at the Pilgrimage Village,"130 Minh Mạng, Thủy Xuân, Huế, Thừa Thiên Huế, Việt Nam","4,2",25,Thừa Thiên Huế,Nhà hàng,500-600 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipPoeiPePN47oVySnEbo4GH83P-8hZcK1bOUaHBo, https://lh5.googleusercontent.com/p/AF1QipMBHlo9cepUFCKs7a-E0kJreVFweZfYYKXk_B5_, ",16.42546,107.57852
Quán Cơm A Phiến Huế,"24 Trần Thúc Nhẫn, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","3,9",17,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNz5AgzU7YVW7XDfagHEkUNZyLJuEt-RcmUOklv, https://lh5.googleusercontent.com/p/AF1QipO46sC78o1nY6NUWoW1UpO6Y_24KAOheNc_CmZv, https://lh5.googleusercontent.com/p/AF1QipMusBNEHowqC9VPMzCvNbboXHZtD0y1aKEVGSqV, https://lh5.googleusercontent.com/p/AF1QipPtW5zvfQnYsX8DzOK-PUS6oW5tk73ru-gSGvei, ",16.45740,107.58261
quán ngon 72,"2 Trần Cao Vân, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam","4,5",2,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOx92Ba_Q_EoqrltvO9x4X2cN-9qemROLhUu64n, https://lh5.googleusercontent.com/p/AF1QipMs9_Ks8MHoMbYDxXoqh3LlDlu9GZNqN6orTm1-, https://lh5.googleusercontent.com/p/AF1QipMNCMNsc07XL0XDWnSiOuuJ-GwBKaeH6deAmxcq, ",16.46285,107.58874
Bún bò mệ Kéo,"20 Bạch Đằng, tổ 19, Huế, Thừa Thiên Huế, Việt Nam","4,1",329,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNEc2Kc7Cg2LLaxR8m4RcekqWgQLzwzuXbTpYDL, https://lh5.googleusercontent.com/p/AF1QipM38Yh_iszUfKasywGoUUuAUS4u4pnWYRs3CMtO, https://lh5.googleusercontent.com/p/AF1QipOP7T5-q3SLKQabnL_5ed5b5Q6ViyYh6m0ppQYm, https://lh5.googleusercontent.com/p/AF1QipOslfiq_eQWnQ1MHc74uDzep54bD9iQ9vHL2rnU, ",16.47505,107.58870
Đồ Ăn Ngon,"38 Chu Văn An, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","5,0",1,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",,16.46938,107.59551
Ăn tối ở huế,"22 Nguyễn Sinh Sắc, Vỹ Dạ, Huế, Thừa Thiên Huế, Việt Nam","2,8",4,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",,16.47587,107.60358
Quán Huế T&C food,"46 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng 550000, Việt Nam","5,0",98,Thừa Thiên Huế,Quán ăn nhẹ,1-100.000 ₫,"Ăn tại chỗ, Nhận hàng ở lề đường, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipONJ4Va9WnYR7zgTZX8FDhYqod5rhDnwij5hSPx, https://lh5.googleusercontent.com/p/AF1QipMHf2-v4JBfTpPwzvHth3Q92upIbKG9lf7amE0t, https://lh5.googleusercontent.com/p/AF1QipOED8JbHRehGHO-Ozp0Wb6L7kIfJ19WTCR0rHnV, https://lh5.googleusercontent.com/p/AF1QipNZJjSISOimAp0bPjDL3oc-Agdemhn1dd4aiPs6, ",16.07258,108.21911
bún bò o Phụng - chú Vọng,"14 Nguyễn Du, Phú Cát, Huế, Thừa Thiên Huế 49000, Việt Nam","4,2",267,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipOkwZk8yo_oiNkySk-NY7uf9RuuOLoLcSrKaxU2, https://lh5.googleusercontent.com/p/AF1QipOhTuv_KWbFZbQHaZgpg5yoYBoTQ9uxlxdYzOU, https://lh5.googleusercontent.com/p/AF1QipP0xYTKyvNy632xTn5gWSd4LELaEZJ0iF6oIGxq, https://lh5.googleusercontent.com/p/AF1QipPAtDnTc3c7bOqL7HzIPAr4kTFdOBer2Zu_f8iU, ",16.47921,107.58911
Bún Bò Mụ Rơi (Bui Tre Vàng),"1-48 Nguyễn Chí Diểu, Phú Hậu, Huế, Thừa Thiên Huế, Việt Nam","4,2",149,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipOaBEHgSNhL0xs23ozsaiivSSIkUzA-D8E1Qen2, https://lh5.googleusercontent.com/p/AF1QipMIwytLj-xze2mxhmoA5V1Fh3kfy7zveEB_fqtD, https://lh5.googleusercontent.com/p/AF1QipOm3YNbOoxTmDJuE6xYdG8RTw1Ur9mwW7X0Rue-, https://lh5.googleusercontent.com/p/AF1QipM0-lpJwedvGYCTszAIdhuhDlgzNlvUwrjXzWin, ",16.47497,107.58300
Quán Ăn Đặc Sản Xứ Huế Nhỏ,"28 Phạm Hồng Thái, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",,16.46459,107.58936
Nhà hàng Huế,"Xuân Hoà, Hương Thủy, Thừa Thiên Huế 530000, Việt Nam","5,0",2,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, ","https://lh5.googleusercontent.com/p/AF1QipOW_flRIDB0xfoCXllgpDQwIOK8dxSPTlg4MCxO, https://lh5.googleusercontent.com/p/AF1QipPy76Y--GAYsFh3hoAypmgQTrVKYOTITzNw7H-t, https://lh5.googleusercontent.com/p/AF1QipP-ur3rNmaa2P05YLvOWZ8Urpz3suXiVCHGJ__b, ",16.47818,107.60573
Nhà hàng Nhân Ánh (Bình Điền ),"xã Bình Điền ,huyện, Hương Trà, Thừa Thiên Huế 535390, Việt Nam","4,0",46,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipNzPqqyZdkDqZPdV8os2YgtrI5y9K53ods72jow, https://lh5.googleusercontent.com/p/AF1QipOgJggM1HBDeX7AnUxGRHN1n_obtfHCwR0qJ_C6, https://lh5.googleusercontent.com/p/AF1QipNzPqqyZdkDqZPdV8os2YgtrI5y9K53ods72jow, ",16.35259,107.50706
Bánh Canh Nam Phổ,"54 Nguyễn Công Trứ tổ 15, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","3,4",145,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipPjpHga5QqLzPDpTb2gOYdicH_8ZfLjQLrTUux7, https://lh5.googleusercontent.com/p/AF1QipPz_LVmqxUidQyiONUIGlxYfNLHew0nX-JVjl9B, https://lh5.googleusercontent.com/p/AF1QipPz_LVmqxUidQyiONUIGlxYfNLHew0nX-JVjl9B, https://lh5.googleusercontent.com/p/AF1QipOktkzbmcqAnyeZxeGoMVajioCniWBZO8v5kXAY, ",16.47092,107.59789
Quán bánh bèo bánh nậm Hàng Me,"53 Võ Thị Sáu, Phú Hội, Huế, Thừa Thiên Huế, Việt Nam","3,8",45,Thừa Thiên Huế,Quán ăn nhỏ,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipO1fXZlCjN7BsMggmWKS8QjstdXyfyddOVVx3FM, https://lh5.googleusercontent.com/p/AF1QipMiobTliFbXOSIDq0O_ru31d5hMiW4KLe-QpHwR, https://lh5.googleusercontent.com/p/AF1QipNssURYGo80Zc6PflUIKdPxciv5B6RAwS8OqLYK, https://lh5.googleusercontent.com/p/AF1QipO1-acGz0IsHxK46UUZQ3IZIHn8nIr9erqHz4SZ, ",16.47020,107.59574
Quán Huế Ngon -다낭최고의 로컬 BBQ 레스토랑- Best local food in Da Nang-,"65 Trần Quốc Toản, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","4,0",1.285,Thừa Thiên Huế,Nhà hàng Việt Nam,100-300 N ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNx1ElMSYX0c2CMxuDAi4LVCBp3Vl8Bbmq30B7N, https://lh5.googleusercontent.com/p/AF1QipP0-TRvW_t29dNGqhaKB5UvlItIje6EpldgYr_S, https://lh5.googleusercontent.com/p/AF1QipMsN9al0Ef7_kY0VZ6HNYX-0bkXRa7B7vR21Lqm, https://lh5.googleusercontent.com/p/AF1QipMFpCIvafiZCWBTEPY_0CaNt6VK0NWt1kmeGxr-, ",16.06623,108.22129
Alma Restaurant,"50A Hùng Vương, Street, Ward, Thừa Thiên Huế, Việt Nam","5,0",9,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipOjKHQ4lmZ2YCtEy2MIBf_lWSo3yDJML-1x3sFd, https://lh5.googleusercontent.com/p/AF1QipMouXW-n9uahQg36CMUS8X_XXvr8qzy9Tsucil3, https://lh5.googleusercontent.com/p/AF1QipOYUGw3Rbc5OGbxDSfr-HGRaAbXbGiNlFdT7gkM, https://lh5.googleusercontent.com/p/AF1QipNe03reMDd08wcYq82JTBqzIr9v-YR_1hJ_fKpc, ",16.46309,107.59434
Quán Ăn Ngự Uyển,"6 Nguyễn Huệ, Vĩnh Ninh, Huế, Thừa Thiên Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",,16.45802,107.58099
QUÁN CƠM GIA ĐÌNH - MÓN HUẾ - TÔN NỮ QUÁN,"383/9 Hải Phòng, Tân Chính, Thanh Khê, Đà Nẵng 550000, Việt Nam","4,4",107,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, ","https://lh5.googleusercontent.com/p/AF1QipND1QYbru4hUovVEn6hy8s6uvXOXBMVjnuji-bY, https://lh5.googleusercontent.com/p/AF1QipOkGwNwcIVzUE0RSdoEqovmCqV-xWOCPCjGuI6_, https://lh5.googleusercontent.com/p/AF1QipODd9uqdNKnwv1bVcPiTVoGXP9NuFKBMNZDmzUG, https://lh5.googleusercontent.com/p/AF1QipOwbHmA-xyQFVlp3IoWHDcAuaJKsWV3Ly7sSPw, ",16.06984,108.20614
QUÁN BÚN HẾN NGON,"FH4G+4R9, Phường Đúc, Huế, Thừa Thiên Huế, Việt Nam","5,0",1,Thừa Thiên Huế,Nhà hàng ăn nhanh,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, ",,16.45529,107.57711
Cơm Huế Như,"20 Thái Phiên, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","4,4",98,Thừa Thiên Huế,Nhà hàng gia đình,1-100.000 ₫,"Ăn tại chỗ, Mua hàng ngay trên xe, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipMKYmCVLuxFbB5fCsy1xEuMGKTZ4YxGdVhuNiio, https://lh5.googleusercontent.com/p/AF1QipNzmSNvqQLHxjgkSe6RgKdSamg6U9QFIa9FmwqN, https://lh5.googleusercontent.com/p/AF1QipM3ZwLYWZ-Z64s21DDVF2yFgCl5_rUxB-kk7gmR, https://lh5.googleusercontent.com/p/AF1QipMT0kbjldahrdqvEOoG9ShJ2HakyQUEx7Fc2Y6Z, ",16.06515,108.22310
CƠM HUẾ 22 THÁI PHIÊN XƯA- since 1993,"22 Thái Phiên, Phước Ninh, Hải Châu, Đà Nẵng 550000, Việt Nam","3,3",191,Thừa Thiên Huế,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ","https://lh5.googleusercontent.com/p/AF1QipNXIZSSUV___bonkRWDzcBctBPmxsrFjvk1Fjwj, https://lh5.googleusercontent.com/p/AF1QipNU-1YrJjh8DiGX9u6K6QqQV4Ra7cku9qAOUUXw, https://lh5.googleusercontent.com/p/AF1QipMLejMO6mgMoHBykpAMzFzfK5RzPM8cVMJTnkPB, https://lh5.googleusercontent.com/p/AF1QipNx6om5JxwQh2pBrMY58ARz3BB_8bD6Q-5VCpjM, ",16.06505,108.22306
Món Ngon Huế,"30 Đ. Chi Lăng, Vĩnh Ninh, Huế, Thừa Thiên Huế 52000, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng gián tiếp, ",,16.47523,107.58947
Quán Bà Ngọc Huế,"228 Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng 550000, Việt Nam","3,8",205,Thừa Thiên Huế,Nhà hàng,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipNSf2zwV9Mc3r7t9VTT03BCYuPZ123Xw0_4vz93, https://lh5.googleusercontent.com/p/AF1QipPhv9GfUqtPG80VYQfaiY0PVgjxjetO9OwPuDuW, https://lh5.googleusercontent.com/p/AF1QipMAXymFwd6YQ1PV3lOmCvpMYM0HoY3PVqWDDGjS, https://lh5.googleusercontent.com/p/AF1QipMypcRDU2VwSMrsXiqSMvAkD_x5VRnVQ7jAnwqm, ",16.07761,108.21642
Cơm Hến Huế,"1 An Thượng 21, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Việt Nam","4,4",140,Thừa Thiên Huế,Nhà hàng Việt Nam,1-100.000 ₫,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ","https://lh5.googleusercontent.com/p/AF1QipMuVwuEv64AOmWx8ILNHHhHEXA8hvWSKszg7m8j, https://lh5.googleusercontent.com/p/AF1QipNJf7mNSYJ_h1v43u68w4w9QUuIxIsV3f6D3_TC, https://lh5.googleusercontent.com/p/AF1QipN5XWW0-dq0IUeVs_OsGDWkJ5U8qjKdQl0Je2KT, https://lh5.googleusercontent.com/p/AF1QipP47DIawkB7y5fHVqPie0P-tHsKmni9nyreL8Zm, ",16.05339,108.23915
"Ngon, Rẻ!!!!!","2 Hải Triều, An Cựu, Huế, Thừa Thiên Huế, Việt Nam",Chưa xét,0,Thừa Thiên Huế,Nhà hàng,Không có giá,"Ăn tại chỗ, Đồ ăn mang đi, Giao hàng, ",,16.45658,107.60062
Tiệm Ăn Món Huế,"334 Đống Đa, Thanh Bình, Hải Châu, Đà Nẵng 550000, Việt Nam","4,3",39,Thừa Thiên Huế,Nhà hàng,100-200 N ₫,,"https://lh5.googleusercontent.com/p/AF1QipMtCiev8BWHQHN9aEq3S5PhG2oVUWjp3jBR4T2p, https://lh5.googleusercontent.com/p/AF1QipNa8I6GayPGgK9WaMNweE16JRWJ9RTqWKjDejoa, https://lh5.googleusercontent.com/p/AF1QipPyABqmkdS06bUvnlIatzoLqLe88vd7Xf5sbPEp, https://lh5.googleusercontent.com/p/AF1QipNnfBttdxVOLVxZcIk8gswlW4_DU5-GPqkJdBq_, ",16.07499,108.21468
