name,address,score,reviews count,category,avg price,province,description images
Ẩm Thực 72-Nguyễn Sỹ Sách,72 Nguyễn Sỹ Sách,"3,8",226,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOkboRaXTa5UJWAxR67OIry9daEHGRhqgBXYG6d, https://lh5.googleusercontent.com/p/AF1QipOp-Xdti7be7aLUqc92svpJvAwM64YkQWNt3IJF, "
Vị Xưa Quán - Cafe & Ẩm thực Tân Trụ,45B Tân Trụ,"5,0",31,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPspgP8549cIGHEsSZq5521Wn9Yw8m1TYSObq8G, https://lh5.googleusercontent.com/p/AF1QipMECpT7QP5ZRIGxBAfIbZHi4X0zIaXA2axdeVBv, "
Đùi Cừu Nướng Nhất Thủy Phong,395/2 Đ. Tân Sơn,"4,3",817,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPPek4CCS4H4tR44oAAT2KEmU9gI3x0UGpNIZSg, https://lh5.googleusercontent.com/p/AF1QipNe2CrKhssZzl1Mc2Lv5ehgUFH7v9_U2f1V37nZ, "
Bún đậu mắm tôm Mạc Văn Khoa,253 Phan Huy Ích,"4,1",625,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNysnea9IBRC3b8Xc09kHvno2Zq7OcP-bXJ9NcD, https://lh5.googleusercontent.com/p/AF1QipNQIsHir50bS70lRIn9Qa0sn8eYGh2DPO8BVvs, "
Lộ Thiên Quán,872 Đ. Trường Chinh,"3,9",412,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPaOtCDBillSXFlYrB_Y1iM2nlH962EGTHND6x-, https://lh5.googleusercontent.com/p/AF1QipNcps9Y1_a2QGNkA3gIznASLgZkEE38S5QHH4ik, "
GoGi House Phan Huy Ích,67 Phan Huy Ích,"4,4",148,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMxsqU-PL91BoW70Y0soO-RpFqYFG-0t82dfqs, https://lh5.googleusercontent.com/p/AF1QipOnMXHDHLbqIM9LjCzKqb4g7mptdz51hGPeTpBU, "
Phố Ẩm Thực - Vĩnh Khánh,40 Vĩnh Khánh,"4,2",963,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPi_lZmcWyUOFga-mSgInXevnv3nVYg66g16Dm8, https://lh5.googleusercontent.com/p/AF1QipOKdkZi10cYYvDCHRL5ay17SVe2vq847bd6WOBO, "
Ăn Sáng Bảo Ký - Cơm Trưa Văn Phòng,11 Hẻm 33 Lý Văn Phức · Tân Định,"5,0",1,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNUCE_8GrAeNJU4dsYnzEo2YmsW5VKr3cjHxsnY, https://lh5.googleusercontent.com/p/AF1QipNGW_hXK-dBzCPXwnDBRecS8HXAiJVziYvqgzgO, "
Nhà Hàng Hầm Rượu Thằng Bờm,85 Đ. Nguyễn Văn Quá,"3,9",269,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipM4ZGHwjkjxMspEwo7WvbfyUcX0L8hoKxtvatH3, https://lh5.googleusercontent.com/p/AF1QipNxrCCSSOSbNZh7tzl_n7k2huJbr66tE-BOVH74, "
Hangu - Ăn Vặt Hàn Quốc,"164/17B, Bùi Quang Là","3,9",144,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOtA-FKaOu0ExcODh7s6DQfa1ek3HhY9RjXKeiM, https://lh5.googleusercontent.com/p/AF1QipNFNtbWprvVvlxOjf9kxUABiHjoH58m4Q63U9LL, "
Bún Bò O Loan,138 Đ Đ. Trường Chinh,"4,2",78,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNYtPLkBG5AIVEO-QXPtKMtT9TRCguILkSGyIFf, https://lh5.googleusercontent.com/p/AF1QipMJSqv-RAdAkl_QxZ_Y9mQnKHD1v7ybIqcuQwmo, "
Gà nướng 2 Huân,116B Tây Thạnh,"4,9",29,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMProSr0SPoDke5YlAD3tOBqNPADNnzztCQ9GNl, https://lh5.googleusercontent.com/p/AF1QipPv8Ahn0hVe0VSgthd078O9MVIfZfhlixmZ2yu3, "
Hải Sản Út Sương,19 Phan Huy Ích,"3,9",190,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOjpTi3Hib7XBJXbZU5W75wetIsTDw2OkX9wwTs, https://lh5.googleusercontent.com/p/AF1QipPS7-Pgt5ipyT_JoieJ2XV5EqjtBgsW7owNC2dC, "
Lẩu Nướng Ngõ Chìll,66/1 Phan Huy Ích,"5,0",164,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipN7V6OllcHzJtw_U78ju1lcPk4cat0PwyoYFVBq, https://lh5.googleusercontent.com/p/AF1QipPZtM4o76OgNU0W7iH-Cu4MwTKcOFSjx-m_vDOS, "
Quán Mái Lá,6 TTN 20,"4,1",205,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOA0HFSTsRPMI9lrpi-vHoKLMYl0AVxuS3QCDlk, https://lh5.googleusercontent.com/p/AF1QipNOCf1e0amu-eKB-61iT0l2C7Hi-myOLgVzK2iE, "
Ẩm Thực Rừng Tràm,40 Dương Thị Giang,"4,0",327,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPjJlGazNqYZ_90oEZMVpB9fGy7tvGU8t0CjJhL, https://lh5.googleusercontent.com/p/AF1QipO_U3PS2GzVv_aX0b-rYPfbjCYfvdG1Dj37BVmU, "
Quán Duyên Cua,11 Tây Thạnh,"3,5",134,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNYQJ4T_Ksn19aFoeqJUZ2zDbc9V2FlhWvYrRdG, https://lh5.googleusercontent.com/p/AF1QipM3rQuaaCfyqL6OMdYWC4YqXGSRwVdxEJR-ssi2, "
Nhà Hàng Cơm Niêu Việt Nam,234 Đường Cộng Hòa,"3,8",276,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNteKuEmma3Bx3HQfRaq2kt7wrTiORQ1gzU039N, https://lh5.googleusercontent.com/p/AF1QipPf3NnlHbnLsihM8FVSXu_Vr70L4xF_kCTFSxpn, "
Sedona Suites Ho Chi Minh City,67 Đường Lê Lợi,"4,6",871,None,None,TP Hồ Chí Minh,"https://lh3.googleusercontent.com/gps-proxy/ALd4DhExPV7_JFvlBx10WPQPROwvA72SH3leq9rS0o51XtFa7s4gr99yaGzmRUGb-3xSZPk0bVStFyy2MIcHAHq3ADRPuSRlLMVCc6zByiBDVO5-B4epjOB73D3IFu--qsXNqFfpIlh72HnibHRDno65oxjjlMSpe8Gy-6hlcuLXJl13MnWJsU1LaA, https://lh5.googleusercontent.com/p/AF1QipMmPzkdCBoBLdLRca8WE3wHhrDbzM1o1GGa5wlQ, "
Bắc Nam Quán - Cơm gà xối mỡ - Phở Bò,275 Hoàng Hoa Thám,"4,0",17,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNSA6C0AXxAMz3zKUIle1jrbXm16ReVwHbckLS5, https://lh5.googleusercontent.com/p/AF1QipMnqtQZuJiXOu09MmXC0MvSvjYbV8OIX7HAzF_g, "
Lẩu Dê Huynh Đệ,12 Đ. Chế Lan Viên,"4,1",108,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPwwlauKXiSxsP3umkBicthUbgYby7BvZq2Igzx, https://lh5.googleusercontent.com/p/AF1QipPflqnpffz4Uec8OhKzEsPR1OfQ3HjPVa8NefE, "
LẨU GÀ LÁ É 139K,148 Phan Huy Ích,"4,6",97,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipN7zUFd7VW_NYItIQeFkY2TMkYEbBu-Kk0bMe00, https://lh5.googleusercontent.com/p/AF1QipMylEjIsXnLcnnACvzjWthSF2wQfwxLlwXjFHb_, "
Du thuyền Saigon Princess,"SAIGON PORT, 05 Đ. Nguyễn Tất Thành","4,4",643,None,Trên 1.000.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMAlorgPI-3gY5ECvpHNp-FYaBtulyqRAHcKFbh, https://lh5.googleusercontent.com/p/AF1QipMprRkhty1h1CZs3dAfY-W8y4Ul6Ivy7kyHGDYM, "
Cá Sạch Nướng,100 Trần Thái Tông,"4,2",49,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOOwdsQRnV6DNorDZd4wY-WQIHeC3_1OTFW8l-t, https://lh5.googleusercontent.com/p/AF1QipOf2Ho61F-TJOMPASZXkYY-DzwaJYDDu-sv_oQm, "
Bún Thái - Lẩu cá đuối - Nguyễn Sỹ Sách (Bán mang về - App giao hàng),"1, hẻm 87/90 Nguyễn Sỹ Sách","4,9",35,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipME44JfdrYUDUe9rK0APBxDWDXixz8xAJPOPoeY, https://lh5.googleusercontent.com/p/AF1QipN_81hgiCtUkg1l2io3IOypiUCRzxHQYnTcRf5Q, "
Sasin - Mì 7 cấp độ,36 Phan Huy Ích,"4,6","1,5 N",None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMSOV4xqxi7xIfadsex3h6ZnNih7s_-Rj4kbi-j, https://lh5.googleusercontent.com/p/AF1QipNC6XI-IhhNjOlLJ2jpn2LuchjviVHNfkvQatiH, "
Cơm gà xối mỡ THẠCH LAM 06 Phan Huy Ích,120a Phan Huy Ích,"4,3",113,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipO-KLC92Ovee6w4LVkVq7fb_8TJFgM-8_fIw_fv, https://lh5.googleusercontent.com/p/AF1QipMph2nrIr0yAA4wkp5aH-HQP_fAVAffn8Mhhz59, "
SÀI GÒN BEER GARDEN DJ,Hẻm 71 Chế Lan Viên,"3,2",41,None,Trên 1.000.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMK_drHnbV8ZVD3VfqRCOyAP0P7PY0PNajWWwM7, https://lh5.googleusercontent.com/p/AF1QipPuDeHexYvV_WCh2uEpaheLdzNzVWibwTr8tWj_, "
Quán Cơm TINA,19 Bùi Quang Là,"4,3",23,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNbDZ4sSqQuUzhD_aq48gTM59CJDB82rJcr8Rjg, https://lh5.googleusercontent.com/p/AF1QipNJQKm4oS1KrAcI7bGw5qr-lTRl32y57twM86eD, "
Dê Tươi Mái Lá,1 Đ. Huỳnh Văn Nghệ,"4,0",871,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPveIcdhkD5q5h1Cqh8mwSCufSg71gEmho59nPU, https://lh5.googleusercontent.com/p/AF1QipMZvOJU2zWW2Un2PYj6Ai-s3Ag6UckJUzMqEB4j, "
Nhà hàng Đầu Làng,115 Trần Thái Tông,"3,7",94,None,300.000-400.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMYY0sU-YmFw0kR-NfFRFdlbK4j8tspp6M_DmfV, https://lh5.googleusercontent.com/p/AF1QipM4UJh7gv6J7Hlbwt2_uat830I-n0JjM-WTMqAg, "
Quán Bánh Bột Lọc Tân Trụ,"87/67, Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, Thành Phố Hồ Chí Minh","3,9",7,None,None,TP Hồ Chí Minh,
Lẩu Mực DC Food,23 Nguyễn Phúc Chu,"4,8",21,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMdzqoHCSp3UaupXJSMi0T9piYE2q2-bAy6zu0e, https://lh5.googleusercontent.com/p/AF1QipNZ04gEQPCxpRzrG9SBrTXt08wmGtFfxKCLmWEb, "
Quán NGON,53 Dân Tộc,"3,8",5,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMJdEMP_i7cvo7hy8y13iJ7_0ZMBo9aNuJnnWP8, https://lh5.googleusercontent.com/p/AF1QipP5oVz_oKww6kpOx10jVMXtiiBAEeYU8rRk7aiI, "
Ẩm Thực Bờ Hồ,1006 Đ. Trường Chinh,"4,8",8,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMwW9S6GyyjXhGv5RjhxyHBogjgbN-Mic-BLQQ3, https://lh5.googleusercontent.com/p/AF1QipPYOHlMG0P2NKJRwpxhR-bqDg12q0W_myxmen5C, "
Trịnh trần phương tuấn,RJFH+6VM,"4,2",27,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNon_qqSLzkkaGf40YfkukLm7HdZhDZJTYMc48_, https://lh5.googleusercontent.com/p/AF1QipNzv97akYgdEAQAaodfejZZtR_YQedlYckrXQCx, "
Bánh Canh Cá Lóc O Phượng,"RJ8F+7CH, Lưu Chí Hiếu","4,6",19,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPOxdsuGPe-i2BB69R7A2AZDcozRCxLeFBlHnXf, https://lh5.googleusercontent.com/p/AF1QipNMGPfqb5gCpKJdU48VusVTKYgZGeqzqbBRAfqk, "
Popeyes Phan Huy Ích,28 Phan Huy Ích,"3,9",215,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipN_bSWp5dBpaMVzm_Z661n_RAqo88GAA6m46oP6, https://lh5.googleusercontent.com/p/AF1QipOCOzKA1RKX8k790euy7oU0lJ3KN7MH96nMvrng, "
Quán Ăn Mì Cay Itada,367 Phan Huy Ích,"3,7",105,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPi4NkmPyyFRZnStfXQHoeM6h9ePLZGXgXZpN0o, https://lh5.googleusercontent.com/p/AF1QipNnETDsHTOt_KAm4R1cG8KTtzWjTfDtGGorTwox, "
CLB Nhiếp Ảnh & Du Lịch,575/47/41 Đường Cách Mạng Tháng 8,"5,0",1,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNYM0vvpcE9-NR6raFQIByBhZ8nBZNWs1PZOYRU, https://lh5.googleusercontent.com/p/AF1QipNdnvp-0_58MWGYPnuJL0GFPh6taS2Xft24ReAg, "
Không gian gốm Bát Tràng,21 Nguyễn Văn Linh,"4,3",42,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipOZCNtMhcgnCKgrgVZF-czMDKKrY_S82Rt3fbEM, https://lh5.googleusercontent.com/p/AF1QipNhLqFGOhMaZ7GrQtIsGbbjQU_iDCSuBYOCpci6, "
Cơm Tấm Bà Zinh,131 Phan Huy Ích,"4,8",26,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipObLYZfZrwSIqdlI7b3JZj2Io3WlDL7edO5QCRZ, https://lh5.googleusercontent.com/p/AF1QipOL65zFnCZEqmUBXLYiSY2cfIdyaAe9faFnTpH_, "
Quán Xứ Nẫu 78,117 Tây Thạnh,"4,6",21,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPHOSfR0glaAdx8z9y1w3e0ukB8X2RpA4QoqbY0, https://lh5.googleusercontent.com/p/AF1QipN5IkOWV53XKrc6BjDbczx7x2zgV3RqrNgplb5G, "
Ruộng Quán - Lươn đồng Xứ Nghệ,3-5 D. Đức Hiền,"4,3",60,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPxI9j_aW_xyyc-l20oihBOBYgDWAc_3r9BJLt-, https://lh5.googleusercontent.com/p/AF1QipM-25tIo-M1Kdud94OGV1co5mTE7WNRS2vPqxZs, "
Hoa Pơ Lang - Phở Khô Gia Lai,207 Đ. Tân Sơn Nhì,"4,1",368,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMiV_tkj_3NFqjNYccNJbL63Ny289HrrgXnNanb, https://lh5.googleusercontent.com/p/AF1QipPM4qnPQCXMieiUsm-7De23o4dOBHiMZlP36JJD, "
Bánh Xèo 46A,46A Đinh Công Tráng · Tân Định,"3,9","1,1 N",None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMR-yz9bLltFlEtuieWFwnmlppu4aDt-H5vOr1t, https://lh5.googleusercontent.com/p/AF1QipOCDi9LAHIp8xGuhDgTfbbVAhnOU_Q1dr86NDba, "
Ăn trực trường con nam định,66b Nguyễn Sỹ Sách,"5,0",21,None,1-100.000 ₫,TP Hồ Chí Minh,
"Gà Nướng , Cơm Lam - Tây Nguyên",133 Nguyễn Sỹ Sách,"4,5",37,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPa6BhBIQ7ZXk0P1MTyCaitWvwmbuRfbG96Jg4x, https://lh5.googleusercontent.com/p/AF1QipPWi-R83ie8tbp4U2C7q8wuHX62LQzZ6mOJ0jRL, "
MÌ QUẢNG HƯƠNG QUÊ,80 Phan Văn Hớn,"4,1",105,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipN2qXnzu7F91Po31JBcA2eHsWil69yHCYhMI-2T, https://lh5.googleusercontent.com/p/AF1QipMG_nTZd19Qhms4FSsGJfgCo8Sux-WYNuTHjLwr, "
Bột Chiên Long Phụng,19/15 Đ. Trường Chinh,"4,6",121,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipO_XJD1YeW2mZAbWtrsdk7Pmz4NWqIXQH5D1oQe, https://lh5.googleusercontent.com/p/AF1QipNdOWULFAQd7C1Wu8m3N_Rga0s0VsZkXWSCgN8K, "
Diên Sanh Quán,RJHG+G59,"4,5",29,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipM6q_Q34g3o2vcD3NaVKFpDKmhle9N3eLc5XpWT, https://lh5.googleusercontent.com/p/AF1QipOK8mDPQYtRYt_kNFGG6S_f6S0bZ3Sw0QxEAu19, "
Oscar Palace,100 Phan Huy Ích,"4,0",907,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPJaQ5bUSd6OCKRz-ttkAlZiEHK5gprh1pasYLM, https://lh5.googleusercontent.com/p/AF1QipNrWWD2IxMSQlzCklkDimWXcO0MnvOuCf4r2N7R, "
Quán Chân Gà Nướng 09,09 Tây Thạnh,"4,2",145,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPZqDWRScSORi2jFXffqFg5hOBE_0B-ZmKc0oKb, https://lh5.googleusercontent.com/p/AF1QipNVSBCcVOsvSiIO-AoieckJR-wJDAWVRgGvppti, "
Chè Chang Hi,"5/15A Kp3, Phan Văn Hớn","3,6",122,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipND1lUjw-j_zw6pOhV5Da3S-oiUvdOqzmCTODdg, https://lh5.googleusercontent.com/p/AF1QipMMtrn4oCmHh7TPqL0ifM_JBXcA1YfWCnFcUss9, "
Lẩu dê Đức Anh,"270, 15 Tân Thới Nhất 17","4,0",758,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNwuuQbEZvZdZSWZhowNYF6Gip_0gc_s6qG0L0H, https://lh5.googleusercontent.com/p/AF1QipOcU4ar3FbJ5zFgnQPF2M3g8lqdtSmWlZqncdXA, "
Cơm Tấm Phúc Lộc Thọ - Nguyễn Văn Quá,171 Đ. Nguyễn Văn Quá,"4,1",115,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipO7kgkowIzHTPCOs-jeUr6mTg5r4kL1vwzIF2kv, https://lh5.googleusercontent.com/p/AF1QipMa-SctXTl6LjNs07ve4j7KTiLQDdWFAuZTAh-j, "
Hủ Tiếu Xuyên Ký,Nguyễn Sỹ Sách,"3,9",103,None,None,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMJqX_BMqrP8xyqt1dKSL9i-PG5xzkG6VhvI-Wu, https://lh5.googleusercontent.com/p/AF1QipP2K94SNlg37g6MIwtX_8NemKnBLQQZVcHvEYHd, "
Mì Quảng Liên,2/45B Tổ 4 Kp5,"4,3",180,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipNMDxEZ3BKiUcTUXW8UgWQR6h6vKviB9UlwZHFJ, https://lh5.googleusercontent.com/p/AF1QipN6x61qrtYucxrA81cJHdewxrkym9hEfRGybMxP, "
Yaki Yaki Yo - Buffet băng chuyền Nướng 199K,165 Tây Thạnh,"4,1",236,None,200.000-300.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipP3XPVUQqsmJMjAM161gkyLhyNO0kQIgku3vWEM, https://lh5.googleusercontent.com/p/AF1QipNYhwZL7m3IA865X9YO18ZIcdVPH1BrZmZOXmyL, "
Quán 34A Hủ Tiếu Bò Kho Tham Lương,44 Phan Văn Hớn,"4,2",233,None,1-100.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipMTbDRa_ZAAnHmtp-Gl7N4QLToFxRCBmDlMOVF4, https://lh5.googleusercontent.com/p/AF1QipOE0Jah8sOZBJRd6bQfujcdUnEcfZlRir2Jl29X, "
Quán Ốc Huê,174 Nguyễn Tư Giản,"4,3",107,None,100.000-200.000 ₫,TP Hồ Chí Minh,"https://lh5.googleusercontent.com/p/AF1QipPfvLyZ6HQGAFgy8r8RdvBUbn6rRd3OT9TnIGcy, https://lh5.googleusercontent.com/p/AF1QipNEfa1fXKSYsa9gg264gpFA7XAoCrHy_UXkUgYO, "
Đệ Nhất lẩu cá kèo,Võ Văn Kiệt,"4,1",250,None,100.000-200.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipOaGG3xHaA-oUmtP6uKIR_b6scpIKaVP2vBs8Cm, https://lh5.googleusercontent.com/p/AF1QipPi24vVfRAubSmtxDjEN7FV9ZeS3SYjGiQ169sI, "
Quán Châu Đồng,147 Đồng Khởi,"4,0",221,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipP7h2QwbFNFE0Cs5_MR1maHfcYl1ES7hKjjjTn7, https://lh5.googleusercontent.com/p/AF1QipMAvIIFWtvNk6ul-hF5JeXZHLRa09xXgDSdDrMw, "
Bánh canh Bến Có Út Hảo,"W7GX+FW6, QL53","4,1","2,2 N",None,1-100.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipP61Y0H4EDYJubEBRiIzOb5EFimNgMGKknbAvv0, https://lh5.googleusercontent.com/p/AF1QipMS4dtaT79sHEHMFQWM7ckRhBrRTyDAbycKOghi, "
Quán Cơm Vị Hương 690,690 Điện Biên Phủ,"4,2",130,None,1-100.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipNEHK5JtZ6huBnOVodMbO4xEwqRJDY9Wha-eBpQ, https://lh5.googleusercontent.com/p/AF1QipPVKL6n3p5CasTaubjXig-QV1iMDt9-Z_9xpxC6, "
Nhà hàng Sinh thái Mỹ Khánh,415 Đ. Đồng Khởi,"3,8",146,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipPp7WQxnB68AzVHK1P22Izmgwbg5wbUONKOIcRn, https://lh5.googleusercontent.com/p/AF1QipMIMowlrQ_dQ-P4y4DP8h-YYRiZ366o0sMxMKA, "
Nhà Hàng Uyên Ương,59 Lý Thường Kiệt,"4,4",409,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipP8Oh1hIbef3Nkea1UTwLdU6vBihuevr2N0Y4vz, https://lh5.googleusercontent.com/p/AF1QipN2Xx1jlWZxs_tJg5E7ZxUna9RKHsxrzONiiwUK, "
Quán Hủ tiếu xí quách A. Linh,số 260 Lê Lợi,"4,2",245,None,1-100.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipOhtkU0H2EJ2Y2a4iO60oyC54sLARoUkWIVTU9d, https://lh5.googleusercontent.com/p/AF1QipM8HsUuylWBoqKQRu-05cUe6EeZs22qash0Twlt, "
Nhà hàng hải sản Hùng Biển Seafood,294 Trần Phú Nối Dài,"4,3",351,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipPOi9778y3R_BGrt6dQPdZNIgyFjWSUDp_lTaMF, https://lh5.googleusercontent.com/p/AF1QipN1whk6gjpb5lrbrv4yz-FDKtLJjwm7XKPRYfff, "
Ẩm thực Cầu Tre - Trà Vinh,"Đường D5 nối dài, K4, P5, TP Trà Vinh ( liền kề ký túc xá Đại học","4,0",209,None,100.000-300.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipPvJzB1A_ZOFLSE4UktN8LKjmoCIoeCXpeQ-sHK, https://lh5.googleusercontent.com/p/AF1QipPlOp6PeQDHu45E5gFdxqUxVy6LVCz03sHIbQDu, "
Nhà Hàng A Kòi 6,232 Phạm Ngũ Lão,"3,9",44,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipNpo4koplA6sUBrneArQrbSYf_A3yo74mkyfo2i, https://lh5.googleusercontent.com/p/AF1QipMEJtvQlUq54hqNt2HMTDrhFjdvL07FuXxPPIYp, "
Quán Hoa Súng,492f Võ Văn Kiệt,"4,1",71,None,None,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipN26c1I1T9UnvplVyv1XEjSF0ojxJ7rEGI9mpZB, https://lh5.googleusercontent.com/p/AF1QipOjo_6fpf4VeiT-BXMRkreGmU4mY9K5DXI1nHCk, "
Quán ăn gia đình Sen,Mậu Thân,"4,3",71,None,100.000-200.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipMdrQLYJABQB3JJx9QgEChAI5eo-njUih2cyyy8, https://lh5.googleusercontent.com/p/AF1QipN3Gym1G2wROqLlAKOF_XgQ4FzOecH-qu7bTBA, "
Quán Cơm Ban Mai,"79 Phạm Ngũ Lão, 2, tp. Trà Vinh 2 tp. Trà Vinh Trà Vinh","4,1",123,None,1-100.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipOT934c2NhYsdvcpjgAPYSa-3JP9j94N1b2j3IX, https://lh5.googleusercontent.com/p/AF1QipMIsuzTPbAQFlyj_rXvnuwmGSozs2qBVdWeWsac, "
Thanh Nhàn - Ẩm thực quán,134 Đ. Đồng Khởi,"4,0",170,None,100.000-200.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipP_fAoSIYr4A6IB3BQ-bSKAIoIBqVy0us9URWkW, https://lh5.googleusercontent.com/p/AF1QipN9CjbprQZ1KRyz37uW7lI6LoAZucIRpQJHtGTi, "
Ngô Đồng Garden,43 Lê Lợi,"4,9",154,None,100.000-200.000 ₫,Trà Vinh,"https://lh5.googleusercontent.com/p/AF1QipPY7y3xwVzI1JwcBOelt5DA7iyzQPi6TeEDF2QS, https://lh5.googleusercontent.com/p/AF1QipMxS_4-Sgb57YYIzwEXCnHdihwkZIjeApX_Sloo, "
